barcode,positions,base_prop
,13,"[0.6666666666666666, 0.0, 0.0, 0.3333333333333333]"
,210,"[0.0, 0.0, 0.232484076433121, 0.767515923566879]"
,6040,"[0.0, 0.3194888178913738, 0.0, 0.6805111821086262]"
,6402,"[0.0, 0.2356979405034324, 0.0, 0.7643020594965675]"
,7124,"[0.0, 0.2966101694915254, 0.0, 0.7033898305084746]"
,8393,"[0.2422145328719723, 0.0, 0.7577854671280276, 0.0]"
,8964,"[0.0, 0.2810218978102189, 0.0, 0.718978102189781]"
,8986,"[0.0, 0.3010752688172043, 0.0, 0.6989247311827957]"
,9053,"[0.0, 0.0, 0.3223684210526316, 0.6776315789473685]"
,11201,"[0.2622950819672131, 0.0, 0.7377049180327869, 0.0]"
,11332,"[0.2253968253968254, 0.0, 0.7746031746031746, 0.0]"
,13195,"[0.0, 0.2023121387283237, 0.0, 0.7976878612716763]"
,13482,"[0.2766323024054983, 0.0, 0.7233676975945017, 0.0]"
,15451,"[0.7727272727272727, 0.0, 0.2272727272727272, 0.0]"
,16466,"[0.0, 0.2365038560411311, 0.0, 0.7634961439588689]"
,19220,"[0.0, 0.2202380952380952, 0.0, 0.7797619047619048]"
,21372,"[0.0, 0.0, 0.2331932773109243, 0.7668067226890757]"
,21597,"[0.0, 0.2611607142857143, 0.0, 0.7388392857142857]"
,21618,"[0.0, 0.2464183381088825, 0.7478510028653295, 0.0057306590257879]"
,22578,"[0.2393617021276596, 0.0, 0.7606382978723404, 0.0]"
,22673,"[0.0, 0.2343096234309623, 0.0, 0.7656903765690377]"
,22674,"[0.0, 0.7658730158730159, 0.0, 0.2341269841269841]"
,22679,"[0.0, 0.2440944881889764, 0.0, 0.7559055118110236]"
,22686,"[0.0, 0.7450980392156863, 0.0, 0.2549019607843137]"
,22785,"[0.0, 0.0050251256281407, 0.2211055276381909, 0.7738693467336684]"
,22813,"[0.0, 0.0, 0.7729257641921398, 0.2270742358078602]"
,22882,"[0.0, 0.0, 0.3188405797101449, 0.6811594202898551]"
,22898,"[0.2971014492753623, 0.0, 0.7028985507246377, 0.0]"
,22917,"[0.0, 0.0, 0.7636363636363637, 0.2363636363636363]"
,23599,"[0.0, 0.0, 0.2412231030577576, 0.7587768969422424]"
,23604,"[0.25, 0.0, 0.75, 0.0]"
,24410,"[0.7632508833922261, 0.0, 0.2367491166077738, 0.0]"
,24424,"[0.7739938080495357, 0.0, 0.0, 0.2260061919504644]"
,25469,"[0.0, 0.2072243346007604, 0.0, 0.7927756653992395]"
,25521,"[0.0, 0.2521551724137931, 0.0, 0.7478448275862069]"
,25584,"[0.0, 0.7742857142857142, 0.0, 0.2257142857142857]"
,26187,"[0.0, 0.6677265500794912, 0.0, 0.3322734499205087]"
,26270,"[0.0, 0.7512520868113522, 0.0, 0.2487479131886477]"
,26530,"[0.7758620689655172, 0.0, 0.2241379310344827, 0.0]"
,26577,"[0.0, 0.7571428571428571, 0.2428571428571428, 0.0]"
,26709,"[0.2618181818181818, 0.0, 0.7381818181818182, 0.0]"
,26767,"[0.0, 0.7102272727272727, 0.0, 0.2897727272727273]"
,27393,"[0.0, 0.240325865580448, 0.0, 0.7596741344195519]"
,27604,"[0.4474708171206226, 0.0, 0.5525291828793775, 0.0]"
,27638,"[0.0, 0.6787564766839378, 0.0, 0.3212435233160621]"
,27752,"[0.0, 0.2431192660550458, 0.0, 0.7568807339449541]"
,27807,"[0.0, 0.7528089887640449, 0.0, 0.247191011235955]"
,27874,"[0.0, 0.2705479452054795, 0.0, 0.7294520547945206]"
,28461,"[0.244360902255639, 0.0, 0.7556390977443609, 0.0]"
,28916,"[0.0, 0.0, 0.2300319488817891, 0.7699680511182109]"
,28921,"[0.0, 0.7691521961184883, 0.0, 0.2308478038815117]"
,29402,"[0.0, 0.0, 0.2347066167290886, 0.7652933832709113]"
,29742,"[0.0, 0.0, 0.2635561160151324, 0.7364438839848676]"
