barcode,positions,base_prop
,709,"[0.2151898734177215, 0.0, 0.7848101265822784, 0.0]"
,1577,"[0.6714285714285714, 0.0, 0.3285714285714285, 0.0]"
,4181,"[0.0, 0.0, 0.3157894736842105, 0.6842105263157895]"
,5386,"[0.0, 0.0, 0.2340425531914893, 0.7659574468085106]"
,6402,"[0.0, 0.417910447761194, 0.0, 0.582089552238806]"
,6538,"[0.0, 0.2765957446808511, 0.0, 0.723404255319149]"
,7124,"[0.0, 0.36, 0.0, 0.64]"
,8986,"[0.0, 0.2894736842105263, 0.0, 0.7105263157894737]"
,9053,"[0.0, 0.0, 0.26, 0.74]"
,11002,"[0.3285714285714285, 0.0, 0.6714285714285714, 0.0]"
,11537,"[0.7894736842105263, 0.0, 0.2105263157894736, 0.0]"
,13195,"[0.0, 0.2156862745098039, 0.0, 0.7843137254901961]"
,13482,"[0.2650602409638554, 0.0, 0.7349397590361446, 0.0]"
,15240,"[0.0, 0.7701149425287356, 0.0, 0.2298850574712643]"
,16505,"[0.328125, 0.0, 0.0, 0.671875]"
,18555,"[0.0, 0.3333333333333333, 0.0, 0.6666666666666666]"
,21372,"[0.0, 0.0, 0.2236842105263158, 0.7763157894736842]"
,21618,"[0.0, 0.4074074074074074, 0.5925925925925926, 0.0]"
,22578,"[0.4, 0.0, 0.6, 0.0]"
,22673,"[0.0, 0.3181818181818182, 0.0, 0.6818181818181818]"
,22674,"[0.0, 0.6666666666666666, 0.0, 0.3333333333333333]"
,22679,"[0.0, 0.3636363636363636, 0.0, 0.6363636363636364]"
,22686,"[0.0, 0.6666666666666666, 0.0, 0.3333333333333333]"
,22813,"[0.0, 0.0, 0.75, 0.25]"
,23525,"[0.0, 0.7753623188405797, 0.0, 0.2246376811594203]"
,23599,"[0.0, 0.0, 0.2755905511811024, 0.7244094488188977]"
,23604,"[0.2666666666666666, 0.0, 0.7333333333333333, 0.0]"
,23854,"[0.2083333333333333, 0.7916666666666666, 0.0, 0.0]"
,24130,"[0.2142857142857142, 0.7857142857142857, 0.0, 0.0]"
,24410,"[0.7391304347826086, 0.0, 0.2608695652173913, 0.0]"
,26270,"[0.0, 0.7912087912087912, 0.0, 0.2087912087912088]"
,26577,"[0.0, 0.7592592592592593, 0.2407407407407407, 0.0]"
,26709,"[0.2857142857142857, 0.0, 0.7142857142857143, 0.0]"
,26767,"[0.0, 0.7307692307692307, 0.0, 0.2692307692307692]"
,27604,"[0.6896551724137931, 0.0, 0.3103448275862069, 0.0]"
,27638,"[0.0, 0.75, 0.0, 0.25]"
,27750,"[0.2063492063492063, 0.0, 0.7936507936507936, 0.0]"
,29402,"[0.0, 0.0, 0.2077294685990338, 0.7922705314009661]"
,29674,"[0.0, 0.0, 0.2177777777777777, 0.7822222222222223]"
