ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,32,94
2,47,42,94
3,71,37,94
4,95,26,94
5,113,28,94
6,179,24,94
7,260,42,93
8,303,38,93
9,335,28,94
10,404,34,25
11,417,42,94
12,437,34,94
13,466,35,94
14,467,33,94
15,563,39,94
16,566,33,94
17,647,35,94
18,782,35,94
19,793,33,89
20,821,28,94
21,914,43,94
22,925,51,91
23,1001,34,94
24,1055,42,94
25,1102,44,93
26,1160,40,94
27,1207,25,94
28,1232,23,94
29,1323,40,94
30,1373,35,94
31,1418,37,94
32,1620,37,94
33,1665,32,94
34,1817,42,94
35,1923,41,94
36,1992,45,94
37,2129,43,94
38,2135,32,94
39,2141,30,94
40,2204,35,91
41,2426,43,94
42,2636,33,93
43,2771,27,91
44,2874,22,94
45,2975,39,94
46,3162,45,94
47,3191,40,94
48,3248,40,94
49,3471,36,94
50,3530,35,94
51,3586,39,94
52,3736,38,92
53,3915,27,86
54,4034,30,94
55,4191,3,94
56,4417,4,94
57,4627,37,94
58,4660,42,94
59,4918,36,87
60,5249,40,93
61,5315,43,94
62,5658,42,93
63,7205,54,94
64,7585,33,92
65,7874,48,93
66,8042,55,94
67,9763,47,59
68,9869,48,93
69,10401,56,94
70,10415,49,94
71,10585,37,94
72,11894,50,90
73,12470,39,94
74,14075,50,94
75,16775,37,94
76,18320,33,94
77,21307,38,94
78,21332,33,93
79,21378,37,24
80,21499,35,73
81,21937,24,94
82,21963,17,91
83,22336,0,41
84,22550,23,9
85,22570,27,93
86,22571,27,38
87,22640,27,39
88,22675,39,62
89,23693,33,94
90,24674,38,94
91,24816,50,94
92,24817,49,94
93,25395,25,93
