barcode,positions,base_prop
,210,"[0.0, 0.0123456790123456, 0.5185185185185185, 0.4691358024691358]"
,670,"[0.0, 0.0133333333333333, 0.4666666666666667, 0.52]"
,2653,"[0.3918918918918919, 0.027027027027027, 0.0135135135135135, 0.5675675675675675]"
,2790,"[0.0, 0.6470588235294118, 0.0147058823529411, 0.3382352941176471]"
,4181,"[0.0, 0.0317460317460317, 0.3333333333333333, 0.6349206349206349]"
,4184,"[0.293103448275862, 0.0, 0.6724137931034483, 0.0344827586206896]"
,6402,"[0.0, 0.581081081081081, 0.0, 0.4189189189189189]"
,7124,"[0.0, 0.4725274725274725, 0.0, 0.5274725274725275]"
,7936,"[0.0238095238095238, 0.0119047619047619, 0.5, 0.4642857142857143]"
,8986,"[0.0, 0.5205479452054794, 0.0, 0.4794520547945205]"
,9053,"[0.0, 0.0133333333333333, 0.5066666666666667, 0.48]"
,9220,"[0.4444444444444444, 0.0416666666666666, 0.5138888888888888, 0.0]"
,9344,"[0.0131578947368421, 0.5, 0.0263157894736842, 0.4605263157894737]"
,9424,"[0.4605263157894737, 0.0, 0.5394736842105263, 0.0]"
,9534,"[0.0, 0.4683544303797468, 0.0126582278481012, 0.5189873417721519]"
,9866,"[0.0, 0.5072463768115942, 0.0, 0.4927536231884058]"
,10198,"[0.0, 0.4769230769230769, 0.0, 0.5230769230769231]"
,10447,"[0.4918032786885246, 0.0, 0.5081967213114754, 0.0]"
,10449,"[0.546875, 0.4375, 0.0, 0.015625]"
,10875,"[0.5454545454545454, 0.0, 0.4393939393939394, 0.0151515151515151]"
,11201,"[0.5, 0.0, 0.5, 0.0]"
,11332,"[0.5272727272727272, 0.0, 0.4727272727272727, 0.0]"
,11355,"[0.0178571428571428, 0.4821428571428571, 0.0, 0.5]"
,12880,"[0.0178571428571428, 0.4107142857142857, 0.0178571428571428, 0.5535714285714286]"
,13712,"[0.6851851851851852, 0.0, 0.3148148148148148, 0.0]"
,15451,"[0.3461538461538461, 0.0192307692307692, 0.6153846153846154, 0.0192307692307692]"
,15714,"[0.0, 0.3846153846153846, 0.0, 0.6153846153846154]"
,16466,"[0.0, 0.66, 0.0, 0.34]"
,17236,"[0.6346153846153846, 0.0, 0.3653846153846153, 0.0]"
,17410,"[0.0, 0.5, 0.0, 0.5]"
,18163,"[0.5, 0.0, 0.5, 0.0]"
,18395,"[0.0, 0.5094339622641509, 0.0, 0.490566037735849]"
,19220,"[0.0181818181818181, 0.4363636363636363, 0.0, 0.5454545454545454]"
,19955,"[0.0, 0.5081967213114754, 0.0327868852459016, 0.4590163934426229]"
