barcode,positions,base_prop
,4184,"[0.7435897435897436, 0.0, 0.2564102564102564, 0.0]"
,4321,"[0.0, 0.3448275862068966, 0.0, 0.6551724137931034]"
,15714,"[0.0, 0.2244897959183673, 0.0, 0.7755102040816326]"
,20055,"[0.2083333333333333, 0.0, 0.7708333333333334, 0.0208333333333333]"
,22786,"[0.4814814814814814, 0.5185185185185185, 0.0, 0.0]"
,22792,"[0.0, 0.40625, 0.03125, 0.5625]"
,22813,"[0.0285714285714285, 0.0, 0.3428571428571428, 0.6285714285714286]"
,22882,"[0.0408163265306122, 0.0204081632653061, 0.6938775510204082, 0.2448979591836734]"
,23013,"[0.21875, 0.75, 0.03125, 0.0]"
,23040,"[0.2153846153846154, 0.0, 0.7846153846153846, 0.0]"
,23063,"[0.234375, 0.0, 0.015625, 0.75]"
,27382,"[0.0163934426229508, 0.7213114754098361, 0.2295081967213114, 0.0327868852459016]"
,27384,"[0.0, 0.6388888888888888, 0.0, 0.3611111111111111]"
,28311,"[0.0, 0.2459016393442623, 0.0163934426229508, 0.7377049180327869]"
,28795,"[0.4035087719298245, 0.0175438596491228, 0.5789473684210527, 0.0]"
