barcode,positions,base_prop
,670,"[0.0, 0.0, 0.7794117647058824, 0.2205882352941176]"
,2653,"[0.7727272727272727, 0.0, 0.0, 0.2272727272727272]"
,2790,"[0.0, 0.2622950819672131, 0.0, 0.7377049180327869]"
,4181,"[0.0, 0.0, 0.6595744680851063, 0.3404255319148936]"
,4184,"[0.5869565217391305, 0.0217391304347826, 0.391304347826087, 0.0]"
,4321,"[0.0, 0.4857142857142857, 0.0, 0.5142857142857142]"
,7936,"[0.0, 0.0, 0.7910447761194029, 0.208955223880597]"
,15714,"[0.0, 0.2105263157894736, 0.0, 0.7894736842105263]"
,17236,"[0.7631578947368421, 0.0, 0.2368421052631578, 0.0]"
,17410,"[0.0256410256410256, 0.282051282051282, 0.0, 0.6923076923076923]"
,18163,"[0.2857142857142857, 0.0, 0.7142857142857143, 0.0]"
,18395,"[0.0208333333333333, 0.6666666666666666, 0.0, 0.3125]"
,19220,"[0.0, 0.75, 0.0, 0.25]"
,19955,"[0.0, 0.2272727272727272, 0.0, 0.7727272727272727]"
,20055,"[0.4166666666666667, 0.0, 0.5833333333333334, 0.0]"
,21618,"[0.0, 0.0, 0.2222222222222222, 0.7777777777777778]"
,22786,"[0.5862068965517241, 0.4137931034482758, 0.0, 0.0]"
,22792,"[0.0, 0.5714285714285714, 0.0, 0.4285714285714285]"
,22813,"[0.0, 0.0, 0.5151515151515151, 0.4848484848484848]"
,22882,"[0.0, 0.0, 0.6851851851851852, 0.3148148148148148]"
,22917,"[0.0, 0.0, 0.2698412698412698, 0.7301587301587301]"
,22992,"[0.734375, 0.0, 0.265625, 0.0]"
,23013,"[0.2835820895522388, 0.7164179104477612, 0.0, 0.0]"
,23040,"[0.2608695652173913, 0.0, 0.7391304347826086, 0.0]"
,23055,"[0.2794117647058823, 0.0147058823529411, 0.7058823529411765, 0.0]"
,23063,"[0.2615384615384615, 0.0153846153846153, 0.0, 0.7230769230769231]"
,23075,"[0.0, 0.7246376811594203, 0.0, 0.2753623188405797]"
,23525,"[0.0, 0.2597402597402597, 0.0, 0.7402597402597403]"
,23599,"[0.0, 0.0, 0.7792207792207793, 0.2207792207792207]"
,23604,"[0.7692307692307693, 0.0128205128205128, 0.2179487179487179, 0.0]"
,23638,"[0.0, 0.2278481012658227, 0.0253164556962025, 0.7468354430379747]"
,23854,"[0.7763157894736842, 0.2236842105263158, 0.0, 0.0]"
,24424,"[0.2650602409638554, 0.0, 0.0, 0.7349397590361446]"
,24469,"[0.7792207792207793, 0.0, 0.0, 0.2207792207792207]"
,25000,"[0.0, 0.216867469879518, 0.0, 0.7831325301204819]"
,25062,"[0.0, 0.0117647058823529, 0.7647058823529411, 0.2235294117647059]"
,25469,"[0.0, 0.7931034482758621, 0.0, 0.2068965517241379]"
,25584,"[0.0, 0.2790697674418604, 0.0, 0.7209302325581395]"
,26060,"[0.0, 0.2317073170731707, 0.0, 0.7682926829268293]"
,26270,"[0.0125, 0.2125, 0.0, 0.775]"
,26577,"[0.024390243902439, 0.2317073170731707, 0.7317073170731707, 0.0121951219512195]"
,26709,"[0.725, 0.0125, 0.25, 0.0125]"
,26767,"[0.0120481927710843, 0.2289156626506024, 0.0120481927710843, 0.7469879518072289]"
,26858,"[0.0129870129870129, 0.2597402597402597, 0.0129870129870129, 0.7142857142857143]"
,27259,"[0.2023809523809523, 0.7857142857142857, 0.0, 0.0119047619047619]"
,27382,"[0.0138888888888888, 0.6666666666666666, 0.3055555555555556, 0.0138888888888888]"
,27383,"[0.253012048192771, 0.1566265060240964, 0.0120481927710843, 0.5783132530120482]"
,27384,"[0.0, 0.5930232558139535, 0.0116279069767441, 0.3953488372093023]"
,27638,"[0.0, 0.2048192771084337, 0.0240963855421686, 0.7710843373493976]"
,27752,"[0.0, 0.7857142857142857, 0.0, 0.2142857142857142]"
,27807,"[0.0, 0.2289156626506024, 0.0, 0.7710843373493976]"
,28311,"[0.0121951219512195, 0.3414634146341463, 0.0, 0.6463414634146342]"
,28795,"[0.532258064516129, 0.0, 0.4677419354838709, 0.0]"
,28882,"[0.7534246575342466, 0.0273972602739726, 0.2191780821917808, 0.0]"
,29510,"[0.2142857142857142, 0.7857142857142857, 0.0, 0.0]"
