barcode,positions,base_prop
,4184,"[0.7674418604651163, 0.0, 0.2325581395348837, 0.0]"
,4321,"[0.0, 0.3103448275862069, 0.0, 0.6896551724137931]"
,9866,"[0.0, 0.2033898305084746, 0.0, 0.7966101694915254]"
,20055,"[0.2428571428571428, 0.0, 0.7571428571428571, 0.0]"
,22786,"[0.3703703703703703, 0.6296296296296297, 0.0, 0.0]"
,22792,"[0.0, 0.3703703703703703, 0.0, 0.6296296296296297]"
,22813,"[0.0, 0.0, 0.2702702702702703, 0.7297297297297297]"
,27384,"[0.0, 0.7142857142857143, 0.0109890109890109, 0.2747252747252747]"
,28311,"[0.0, 0.2235294117647059, 0.0117647058823529, 0.7647058823529411]"
,28795,"[0.3472222222222222, 0.0138888888888888, 0.6388888888888888, 0.0]"
