barcode,positions,base_prop
,210,"[0.0129870129870129, 0.0, 0.6233766233766234, 0.3636363636363636]"
,670,"[0.0, 0.0, 0.5733333333333334, 0.4266666666666667]"
,2653,"[0.5, 0.024390243902439, 0.0, 0.4756097560975609]"
,2790,"[0.0128205128205128, 0.5128205128205128, 0.0128205128205128, 0.4615384615384615]"
,4181,"[0.0, 0.015625, 0.375, 0.609375]"
,4184,"[0.359375, 0.0, 0.640625, 0.0]"
,4321,"[0.0, 0.7358490566037735, 0.0, 0.2641509433962264]"
,6402,"[0.0, 0.6447368421052632, 0.0131578947368421, 0.3421052631578947]"
,7124,"[0.0112359550561797, 0.5280898876404494, 0.0112359550561797, 0.449438202247191]"
,7936,"[0.0112359550561797, 0.0112359550561797, 0.550561797752809, 0.4269662921348314]"
,8986,"[0.0, 0.5064935064935064, 0.0259740259740259, 0.4675324675324675]"
,9053,"[0.0246913580246913, 0.0, 0.4938271604938271, 0.4814814814814814]"
,9220,"[0.5058823529411764, 0.0, 0.4941176470588235, 0.0]"
,9344,"[0.0238095238095238, 0.5238095238095238, 0.0, 0.4523809523809524]"
,9424,"[0.5256410256410257, 0.0, 0.4743589743589743, 0.0]"
,9534,"[0.0, 0.5733333333333334, 0.0, 0.4266666666666667]"
,9866,"[0.0, 0.6, 0.0, 0.4]"
,10198,"[0.0161290322580645, 0.5806451612903226, 0.0, 0.4032258064516129]"
,10447,"[0.3728813559322034, 0.0, 0.6271186440677966, 0.0]"
,10449,"[0.3770491803278688, 0.6229508196721312, 0.0, 0.0]"
,10875,"[0.4655172413793103, 0.0, 0.4827586206896552, 0.0517241379310344]"
,11201,"[0.4181818181818181, 0.0, 0.5818181818181818, 0.0]"
,11332,"[0.52, 0.0, 0.48, 0.0]"
,11355,"[0.0175438596491228, 0.5614035087719298, 0.0, 0.4210526315789473]"
,12880,"[0.0, 0.6274509803921569, 0.0, 0.3725490196078431]"
,13712,"[0.6, 0.0, 0.3818181818181818, 0.0181818181818181]"
,15451,"[0.46, 0.0, 0.52, 0.02]"
,15714,"[0.0, 0.5306122448979592, 0.0, 0.4693877551020408]"
,16466,"[0.0714285714285714, 0.5178571428571429, 0.0, 0.4107142857142857]"
,17236,"[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]"
,17410,"[0.0, 0.5, 0.0, 0.5]"
,18163,"[0.5689655172413793, 0.0, 0.4137931034482758, 0.0172413793103448]"
,18395,"[0.0, 0.5087719298245614, 0.0175438596491228, 0.4736842105263157]"
,19220,"[0.0, 0.52, 0.0, 0.48]"
,19955,"[0.0, 0.4262295081967213, 0.0, 0.5737704918032787]"
,20055,"[0.5, 0.0, 0.5, 0.0]"
,21575,"[0.0, 0.6029411764705882, 0.0, 0.3970588235294117]"
,21618,"[0.0263157894736842, 0.0, 0.4736842105263157, 0.5]"
,22200,"[0.027027027027027, 0.0, 0.4459459459459459, 0.527027027027027]"
,22205,"[0.0, 0.0, 0.5263157894736842, 0.4736842105263157]"
,22813,"[0.0545454545454545, 0.0, 0.7090909090909091, 0.2363636363636363]"
,22882,"[0.0149253731343283, 0.0597014925373134, 0.3432835820895522, 0.582089552238806]"
,22917,"[0.0149253731343283, 0.0149253731343283, 0.5522388059701493, 0.417910447761194]"
,22992,"[0.4266666666666667, 0.0133333333333333, 0.56, 0.0]"
,23013,"[0.4861111111111111, 0.4861111111111111, 0.0277777777777777, 0.0]"
,23040,"[0.5066666666666667, 0.0133333333333333, 0.48, 0.0]"
,23055,"[0.527027027027027, 0.0, 0.4729729729729729, 0.0]"
,23063,"[0.5694444444444444, 0.0277777777777777, 0.0, 0.4027777777777778]"
,23075,"[0.0, 0.4415584415584415, 0.0, 0.5584415584415584]"
,23525,"[0.0, 0.5, 0.0121951219512195, 0.4878048780487805]"
,23599,"[0.0123456790123456, 0.0123456790123456, 0.5185185185185185, 0.4567901234567901]"
,23604,"[0.4878048780487805, 0.0853658536585365, 0.4268292682926829, 0.0]"
,23638,"[0.0, 0.4936708860759494, 0.0, 0.5063291139240507]"
,23854,"[0.4675324675324675, 0.5194805194805194, 0.0, 0.0129870129870129]"
,23948,"[0.0128205128205128, 0.0, 0.4871794871794871, 0.5]"
,24410,"[0.4189189189189189, 0.0135135135135135, 0.5675675675675675, 0.0]"
,24424,"[0.5176470588235295, 0.0235294117647058, 0.0, 0.4588235294117647]"
,24469,"[0.5125, 0.0, 0.0125, 0.475]"
,25000,"[0.0119047619047619, 0.5119047619047619, 0.0119047619047619, 0.4642857142857143]"
,25062,"[0.0, 0.0, 0.5348837209302325, 0.4651162790697674]"
,25469,"[0.0, 0.5375, 0.0125, 0.45]"
,25584,"[0.0, 0.5180722891566265, 0.0, 0.4819277108433735]"
,26060,"[0.0117647058823529, 0.4705882352941176, 0.0, 0.5176470588235295]"
,26270,"[0.0123456790123456, 0.4814814814814814, 0.0, 0.5061728395061729]"
,26577,"[0.0120481927710843, 0.4457831325301205, 0.5301204819277109, 0.0120481927710843]"
,26709,"[0.5116279069767442, 0.0, 0.4883720930232558, 0.0]"
