barcode,positions,base_prop
,210,"[0.0, 0.0151515151515151, 0.5151515151515151, 0.4696969696969697]"
,670,"[0.0, 0.0, 0.4347826086956521, 0.5652173913043478]"
,2653,"[0.4852941176470588, 0.0147058823529411, 0.0294117647058823, 0.4705882352941176]"
,2790,"[0.0, 0.59375, 0.0, 0.40625]"
,4181,"[0.0, 0.0, 0.3846153846153846, 0.6153846153846154]"
,4184,"[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]"
,4321,"[0.0, 0.6976744186046512, 0.0, 0.3023255813953488]"
,6402,"[0.0, 0.6666666666666666, 0.0158730158730158, 0.3174603174603174]"
,7124,"[0.0, 0.5616438356164384, 0.0, 0.4383561643835616]"
,7936,"[0.0, 0.0, 0.5882352941176471, 0.4117647058823529]"
,8986,"[0.0, 0.5625, 0.0, 0.4375]"
,9053,"[0.0454545454545454, 0.0, 0.5303030303030303, 0.4242424242424242]"
,9220,"[0.4477611940298507, 0.0, 0.5373134328358209, 0.0149253731343283]"
,9344,"[0.0, 0.46875, 0.0, 0.53125]"
,9424,"[0.4705882352941176, 0.0, 0.5294117647058824, 0.0]"
,9534,"[0.0, 0.463768115942029, 0.0, 0.5362318840579711]"
,9866,"[0.0, 0.4909090909090909, 0.0, 0.509090909090909]"
,10198,"[0.0185185185185185, 0.3888888888888889, 0.0, 0.5925925925925926]"
,10447,"[0.4807692307692308, 0.0, 0.5, 0.0192307692307692]"
,10449,"[0.5471698113207547, 0.4339622641509434, 0.0, 0.0188679245283018]"
,10875,"[0.6122448979591837, 0.0, 0.3877551020408163, 0.0]"
,11201,"[0.5625, 0.0, 0.4375, 0.0]"
,11332,"[0.5531914893617021, 0.0, 0.4468085106382978, 0.0]"
,11355,"[0.0208333333333333, 0.4375, 0.0, 0.5416666666666666]"
,12880,"[0.0, 0.4864864864864865, 0.0, 0.5135135135135135]"
,13712,"[0.5581395348837209, 0.0232558139534883, 0.3953488372093023, 0.0232558139534883]"
,15451,"[0.5681818181818182, 0.0227272727272727, 0.4090909090909091, 0.0]"
,15714,"[0.0, 0.5454545454545454, 0.0, 0.4545454545454545]"
,16466,"[0.0212765957446808, 0.4680851063829787, 0.0, 0.5106382978723404]"
,17236,"[0.4565217391304347, 0.0, 0.5434782608695652, 0.0]"
,17410,"[0.0, 0.5416666666666666, 0.0, 0.4583333333333333]"
,18163,"[0.4888888888888889, 0.0, 0.5111111111111111, 0.0]"
,18395,"[0.0, 0.5686274509803921, 0.0, 0.4313725490196078]"
,19220,"[0.0, 0.574468085106383, 0.0212765957446808, 0.4042553191489361]"
,19955,"[0.0, 0.4629629629629629, 0.0185185185185185, 0.5185185185185185]"
,20055,"[0.6037735849056604, 0.0, 0.3962264150943396, 0.0]"
,21575,"[0.0, 0.62, 0.02, 0.36]"
,21618,"[0.0169491525423728, 0.0169491525423728, 0.4915254237288136, 0.4745762711864407]"
,22200,"[0.0, 0.0, 0.4590163934426229, 0.5409836065573771]"
,22205,"[0.0161290322580645, 0.0, 0.5, 0.4838709677419355]"
,22813,"[0.0217391304347826, 0.0, 0.7391304347826086, 0.2391304347826087]"
,22882,"[0.0357142857142857, 0.0, 0.3571428571428571, 0.6071428571428571]"
,22917,"[0.0, 0.0327868852459016, 0.5081967213114754, 0.4590163934426229]"
,22992,"[0.4769230769230769, 0.0153846153846153, 0.5076923076923077, 0.0]"
,23013,"[0.55, 0.45, 0.0, 0.0]"
,23040,"[0.5151515151515151, 0.0, 0.4696969696969697, 0.0151515151515151]"
,23055,"[0.5223880597014925, 0.0, 0.4776119402985074, 0.0]"
,23063,"[0.5373134328358209, 0.0, 0.0, 0.4626865671641791]"
,23075,"[0.0, 0.4848484848484848, 0.0, 0.5151515151515151]"
,23525,"[0.0, 0.5507246376811594, 0.0, 0.4492753623188406]"
,23599,"[0.0, 0.0, 0.4558823529411764, 0.5441176470588235]"
,23604,"[0.4492753623188406, 0.0144927536231884, 0.5362318840579711, 0.0]"
,23638,"[0.0140845070422535, 0.5633802816901409, 0.0, 0.4225352112676056]"
,23854,"[0.4090909090909091, 0.5606060606060606, 0.0303030303030303, 0.0]"
,23948,"[0.0273972602739726, 0.0136986301369863, 0.5068493150684932, 0.4520547945205479]"
,24410,"[0.4533333333333333, 0.0, 0.5466666666666666, 0.0]"
,24424,"[0.5316455696202531, 0.0253164556962025, 0.0, 0.4430379746835443]"
