Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
21,176.0,0,176,0,0,0,1.0,0,0
210,26.0,0,0,1,25,0,0,0.038461538461538464,0.9615384615384616
241,25.0,0,0,0,25,0,0,0,1.0
300,28.0,0,0,0,28,0,0,0,1.0
346,30.0,1,29,0,0,0.03333333333333333,0.9666666666666667,0,0
652,35.0,35,0,0,0,1.0,0,0,0
1314,32.0,0,32,0,0,0,1.0,0,0
1439,21.0,0,0,21,0,0,0,1.0,0
1639,30.0,30,0,0,0,1.0,0,0,0
1674,23.0,20,0,3,0,0.8695652173913043,0,0.13043478260869565,0
1676,22.0,3,0,19,0,0.13636363636363635,0,0.8636363636363636,0
1797,17.0,0,2,0,15,0,0.11764705882352941,0,0.8823529411764706
1959,30.0,0,30,0,0,0,1.0,0,0
2185,50.0,0,0,50,0,0,0,1.0,0
2470,16.0,0,16,0,0,0,1.0,0,0
2832,28.0,28,0,0,0,1.0,0,0,0
2962,22.0,3,0,19,0,0.13636363636363635,0,0.8636363636363636,0
3037,28.0,0,0,0,28,0,0,0,1.0
3403,55.0,0,0,55,0,0,0,1.0,0
4181,76.0,0,0,0,76,0,0,0,1.0
4444,24.0,0,0,24,0,0,0,1.0,0
4976,16.0,0,0,0,16,0,0,0,1.0
5055,21.0,0,21,0,0,0,1.0,0,0
5100,23.0,0,23,0,0,0,1.0,0,0
5269,20.0,19,0,1,0,0.95,0,0.05,0
5386,13.0,0,0,0,13,0,0,0,1.0
5515,32.0,0,0,32,0,0,0,1.0,0
6402,101.0,0,0,0,101,0,0,0,1.0
6541,17.0,0,14,0,3,0,0.8235294117647058,0,0.17647058823529413
6542,12.0,12,0,0,0,1.0,0,0,0
6694,4.0,0,0,3,1,0,0,0.75,0.25
7124,24.0,0,0,0,24,0,0,0,1.0
8393,17.0,0,0,17,0,0,0,1.0,0
8495,17.0,0,2,0,15,0,0.11764705882352941,0,0.8823529411764706
8645,15.0,0,10,0,5,0,0.6666666666666666,0,0.3333333333333333
8695,19.0,0,0,19,0,0,0,1.0,0
8744,14.0,0,2,0,12,0,0.14285714285714285,0,0.8571428571428571
8829,8.0,0,0,0,8,0,0,0,1.0
8986,16.0,0,0,0,16,0,0,0,1.0
9053,22.0,0,0,0,22,0,0,0,1.0
9163,33.0,1,32,0,0,0.030303030303030304,0.9696969696969697,0,0
9246,19.0,0,19,0,0,0,1.0,0,0
9778,15.0,0,7,0,8,0,0.4666666666666667,0,0.5333333333333333
9803,14.0,0,14,0,0,0,1.0,0,0
10029,18.0,0,0,0,18,0,0,0,1.0
10378,34.0,30,0,4,0,0.8823529411764706,0,0.11764705882352941,0
10449,45.0,0,45,0,0,0,1.0,0,0
10977,30.0,0,30,0,0,0,1.0,0,0
11064,9.0,0,2,7,0,0,0.2222222222222222,0.7777777777777778,0
11083,9.0,0,0,0,9,0,0,0,1.0
11201,30.0,1,0,29,0,0.03333333333333333,0,0.9666666666666667,0
11332,71.0,0,0,71,0,0,0,1.0,0
11537,15.0,14,1,0,0,0.9333333333333333,0.06666666666666667,0,0
11572,21.0,0,21,0,0,0,1.0,0,0
11785,26.0,0,26,0,0,0,1.0,0,0
12160,63.0,0,0,62,1,0,0,0.9841269841269841,0.015873015873015872
12663,52.0,0,52,0,0,0,1.0,0,0
12793,45.0,0,1,1,43,0,0.022222222222222223,0.022222222222222223,0.9555555555555556
12842,42.0,1,1,0,40,0.023809523809523808,0.023809523809523808,0,0.9523809523809523
13195,30.0,0,0,0,30,0,0,0,1.0
13428,33.0,0,0,33,0,0,0,1.0,0
13901,43.0,43,0,0,0,1.0,0,0,0
14184,56.0,0,56,0,0,0,1.0,0,0
14408,22.0,0,0,0,22,0,0,0,1.0
14637,18.0,0,0,0,18,0,0,0,1.0
14925,41.0,0,41,0,0,0,1.0,0,0
14940,41.0,41,0,0,0,1.0,0,0,0
15222,16.0,0,16,0,0,0,1.0,0,0
15240,19.0,0,19,0,0,0,1.0,0,0
15273,23.0,0,23,0,0,0,1.0,0,0
15451,30.0,30,0,0,0,1.0,0,0,0
15465,32.0,0,6,1,25,0,0.1875,0.03125,0.78125
16193,6.0,0,6,0,0,0,1.0,0,0
16430,16.0,4,0,1,11,0.25,0,0.0625,0.6875
16466,13.0,0,0,0,13,0,0,0,1.0
17011,29.0,0,4,1,24,0,0.13793103448275862,0.034482758620689655,0.8275862068965517
17236,64.0,64,0,0,0,1.0,0,0,0
17676,37.0,0,37,0,0,0,1.0,0,0
18163,18.0,18,0,0,0,1.0,0,0,0
18744,18.0,0,18,0,0,0,1.0,0,0
19006,17.0,0,0,0,17,0,0,0,1.0
19220,8.0,0,0,0,8,0,0,0,1.0
19404,10.0,0,0,0,10,0,0,0,1.0
19962,69.0,0,0,69,0,0,0,1.0,0
20436,14.0,0,14,0,0,0,1.0,0,0
20739,15.0,0,0,0,15,0,0,0,1.0
21589,87.0,87,0,0,0,1.0,0,0,0
21595,82.0,0,82,0,0,0,1.0,0,0
21618,80.0,0,0,80,0,0,0,1.0,0
21762,14.0,0,14,0,0,0,1.0,0,0
21846,13.0,0,0,0,13,0,0,0,1.0
21987,27.0,27,0,0,0,1.0,0,0,0
22578,37.0,36,0,0,1,0.972972972972973,0,0,0.02702702702702703
22592,38.0,0,0,38,0,0,0,1.0,0
22599,30.0,27,0,3,0,0.9,0,0.1,0
22673,20.0,0,20,0,0,0,1.0,0,0
22674,20.0,0,0,0,20,0,0,0,1.0
22679,20.0,0,20,0,0,0,1.0,0,0
22686,22.0,0,0,0,22,0,0,0,1.0
22813,19.0,0,0,0,19,0,0,0,1.0
22882,18.0,0,0,18,0,0,0,1.0,0
22898,16.0,16,0,0,0,1.0,0,0,0
22917,14.0,0,0,0,14,0,0,0,1.0
22992,44.0,44,0,0,0,1.0,0,0,0
22995,43.0,43,0,0,0,1.0,0,0,0
23013,44.0,0,44,0,0,0,1.0,0,0
23040,46.0,0,0,46,0,0,0,1.0,0
23048,47.0,47,0,0,0,1.0,0,0,0
23055,47.0,0,0,47,0,0,0,1.0,0
23063,47.0,0,0,0,47,0,0,0,1.0
23075,45.0,0,45,0,0,0,1.0,0,0
23202,32.0,32,0,0,0,1.0,0,0,0
23401,36.0,0,0,36,0,0,0,1.0,0
23403,36.0,0,0,36,0,0,0,1.0,0
23525,71.0,0,0,0,71,0,0,0,1.0
23599,74.0,0,0,74,0,0,0,1.0,0
23604,73.0,73,0,0,0,1.0,0,0,0
23854,103.0,103,0,0,0,1.0,0,0,0
23948,55.0,0,0,0,55,0,0,0,1.0
23997,31.0,0,28,0,3,0,0.9032258064516129,0,0.0967741935483871
24097,17.0,2,0,0,15,0.11764705882352941,0,0,0.8823529411764706
24130,8.0,8,0,0,0,1.0,0,0,0
24156,4.0,0,1,0,3,0,0.25,0,0.75
24208,11.0,0,11,0,0,0,1.0,0,0
24410,7.0,0,0,7,0,0,0,1.0,0
24424,7.0,0,0,0,7,0,0,0,1.0
24469,19.0,19,0,0,0,1.0,0,0,0
24503,21.0,0,0,0,21,0,0,0,1.0
25000,34.0,0,0,0,34,0,0,0,1.0
25469,9.0,0,9,0,0,0,1.0,0,0
25584,26.0,0,0,0,26,0,0,0,1.0
25673,20.0,1,1,1,17,0.05,0.05,0.05,0.85
25704,7.0,2,0,0,5,0.2857142857142857,0,0,0.7142857142857143
25946,19.0,16,0,0,3,0.8421052631578947,0,0,0.15789473684210525
26080,40.0,0,0,0,40,0,0,0,1.0
26270,26.0,0,0,0,26,0,0,0,1.0
26463,29.0,1,5,0,23,0.034482758620689655,0.1724137931034483,0,0.7931034482758621
26504,33.0,0,5,0,28,0,0.15151515151515152,0,0.8484848484848485
26530,33.0,0,0,33,0,0,0,1.0,0
26577,30.0,0,0,30,0,0,0,1.0,0
26622,41.0,1,40,0,0,0.024390243902439025,0.975609756097561,0,0
26709,39.0,39,0,0,0,1.0,0,0,0
26767,32.0,0,0,0,32,0,0,0,1.0
27259,122.0,0,122,0,0,0,1.0,0,0
27291,93.0,0,0,0,93,0,0,0,1.0
27410,39.0,0,0,0,39,0,0,0,1.0
27577,76.0,0,76,0,0,0,1.0,0,0
27638,38.0,0,0,0,38,0,0,0,1.0
27752,24.0,0,24,0,0,0,1.0,0,0
27768,21.0,0,21,0,0,0,1.0,0,0
27807,17.0,0,0,0,17,0,0,0,1.0
27874,25.0,0,25,0,0,0,1.0,0,0
28236,113.0,2,111,0,0,0.017699115044247787,0.9823008849557522,0,0
28271,271.0,2,0,0,269,0.007380073800738007,0,0,0.992619926199262
28311,334.0,2,0,0,332,0.005988023952095809,0,0,0.9940119760479041
28461,143.0,143,0,0,0,1.0,0,0,0
28881,70.0,70,0,0,0,1.0,0,0,0
28882,70.0,70,0,0,0,1.0,0,0,0
28883,70.0,0,70,0,0,0,1.0,0,0
28916,100.0,0,0,100,0,0,0,1.0,0
29402,200.0,0,0,199,1,0,0,0.995,0.005
29470,186.0,0,0,0,186,0,0,0,1.0
