Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
2,0.0,0,0,0,0,0,0,0,0
3,7.0,0,0,0,7,0,0,0,1.0
190,45.0,0,43,2,0,0,0.9555555555555556,0.044444444444444446,0
195,46.0,1,0,0,45,0.021739130434782608,0,0,0.9782608695652174
203,45.0,0,45,0,0,0,1.0,0,0
210,46.0,0,0,0,46,0,0,0,1.0
241,63.0,0,10,0,53,0,0.15873015873015872,0,0.8412698412698413
467,47.0,0,2,0,45,0,0.0425531914893617,0,0.9574468085106383
487,62.0,0,2,60,0,0,0.03225806451612903,0.967741935483871,0
521,59.0,0,0,59,0,0,0,1.0,0
526,59.0,0,0,0,59,0,0,0,1.0
641,29.0,29,0,0,0,1.0,0,0,0
670,71.0,0,0,0,71,0,0,0,1.0
1132,33.0,33,0,0,0,1.0,0,0,0
1390,54.0,3,0,0,51,0.05555555555555555,0,0,0.9444444444444444
1627,33.0,0,33,0,0,0,1.0,0,0
1688,23.0,23,0,0,0,1.0,0,0,0
1766,13.0,0,13,0,0,0,1.0,0,0
2114,29.0,0,0,0,29,0,0,0,1.0
2518,10.0,0,0,0,10,0,0,0,1.0
2522,11.0,11,0,0,0,1.0,0,0,0
2582,36.0,0,0,5,31,0,0,0.1388888888888889,0.8611111111111112
2606,31.0,29,0,2,0,0.9354838709677419,0,0.06451612903225806,0
2767,58.0,58,0,0,0,1.0,0,0,0
2790,34.0,0,34,0,0,0,1.0,0,0
3037,40.0,0,0,0,40,0,0,0,1.0
3325,20.0,0,0,0,20,0,0,0,1.0
3504,24.0,24,0,0,0,1.0,0,0,0
3631,36.0,0,0,0,36,0,0,0,1.0
3884,21.0,0,21,0,0,0,1.0,0,0
4068,12.0,0,1,0,11,0,0.08333333333333333,0,0.9166666666666666
4079,12.0,12,0,0,0,1.0,0,0,0
4126,18.0,0,0,18,0,0,0,1.0,0
4181,25.0,0,0,1,24,0,0,0.04,0.96
4184,25.0,0,0,25,0,0,0,1.0,0
4321,28.0,0,28,0,0,0,1.0,0,0
4362,19.0,19,0,0,0,1.0,0,0,0
4434,19.0,0,19,0,0,0,1.0,0,0
4878,18.0,0,18,0,0,0,1.0,0,0
5185,27.0,0,4,0,23,0,0.14814814814814814,0,0.8518518518518519
5437,63.0,0,0,22,41,0,0,0.3492063492063492,0.6507936507936508
5531,53.0,0,0,52,1,0,0,0.9811320754716981,0.018867924528301886
5822,34.0,0,34,0,0,0,1.0,0,0
5931,37.0,0,0,37,0,0,0,1.0,0
6402,45.0,0,1,0,44,0,0.022222222222222223,0,0.9777777777777777
6519,10.0,10,0,0,0,1.0,0,0,0
7124,32.0,0,8,0,24,0,0.25,0,0.75
7384,13.0,13,0,0,0,1.0,0,0,0
7768,22.0,0,0,0,22,0,0,0,1.0
8560,11.0,0,0,0,11,0,0,0,1.0
8883,33.0,0,2,0,31,0,0.06060606060606061,0,0.9393939393939394
8986,18.0,0,5,0,13,0,0.2777777777777778,0,0.7222222222222222
8991,19.0,0,19,0,0,0,1.0,0,0
8995,31.0,31,0,0,0,1.0,0,0,0
9053,47.0,0,0,1,46,0,0,0.02127659574468085,0.9787234042553191
9165,29.0,0,29,0,0,0,1.0,0,0
9286,39.0,0,39,0,0,0,1.0,0,0
9344,43.0,0,43,0,0,0,1.0,0,0
9424,27.0,27,0,0,0,1.0,0,0,0
9534,33.0,0,33,0,0,0,1.0,0,0
9638,24.0,0,0,0,24,0,0,0,1.0
9693,22.0,0,22,0,0,0,1.0,0,0
10029,40.0,0,2,0,38,0,0.05,0,0.95
10198,50.0,0,50,0,0,0,1.0,0,0
10243,28.0,0,0,0,28,0,0,0,1.0
10273,46.0,0,0,0,46,0,0,0,1.0
10447,44.0,0,0,44,0,0,0,1.0,0
10449,44.0,0,44,0,0,0,1.0,0,0
10582,38.0,0,5,0,33,0,0.13157894736842105,0,0.868421052631579
11120,53.0,53,0,0,0,1.0,0,0,0
11201,40.0,2,0,38,0,0.05,0,0.95,0
11270,18.0,17,0,0,1,0.9444444444444444,0,0,0.05555555555555555
11332,34.0,12,0,22,0,0.35294117647058826,0,0.6470588235294118,0
12049,47.0,0,47,0,0,0,1.0,0,0
12076,41.0,0,40,1,0,0,0.975609756097561,0.024390243902439025,0
12160,49.0,0,0,49,0,0,0,1.0,0
12269,75.0,0,0,75,0,0,0,1.0,0
12445,23.0,0,23,0,0,0,1.0,0,0
12565,65.0,0,0,65,0,0,0,1.0,0
12570,65.0,0,0,0,65,0,0,0,1.0
12834,58.0,58,0,0,0,1.0,0,0,0
12880,27.0,0,27,0,0,0,1.0,0,0
13184,78.0,0,0,78,0,0,0,1.0,0
13665,26.0,0,26,0,0,0,1.0,0,0
14330,22.0,22,0,0,0,1.0,0,0,0
14408,26.0,0,7,0,19,0,0.2692307692307692,0,0.7307692307692307
14477,22.0,22,0,0,0,1.0,0,0,0
14571,30.0,0,30,0,0,0,1.0,0,0
14676,47.0,0,0,0,47,0,0,0,1.0
14712,41.0,0,0,41,0,0,0,1.0,0
14722,21.0,0,1,0,20,0,0.047619047619047616,0,0.9523809523809523
14874,63.0,0,0,63,0,0,0,1.0,0
15451,62.0,48,0,14,0,0.7741935483870968,0,0.22580645161290322,0
15505,32.0,1,1,1,29,0.03125,0.03125,0.03125,0.90625
15714,47.0,0,47,0,0,0,1.0,0,0
15735,20.0,1,0,2,17,0.05,0,0.1,0.85
16466,22.0,0,0,0,22,0,0,0,1.0
16935,31.0,0,0,31,0,0,0,1.0,0
17137,17.0,0,0,0,17,0,0,0,1.0
17200,43.0,0,0,0,43,0,0,0,1.0
17410,39.0,0,39,0,0,0,1.0,0,0
17574,30.0,2,4,0,24,0.06666666666666667,0.13333333333333333,0,0.8
17701,38.0,38,0,0,0,1.0,0,0,0
17746,60.0,0,60,0,0,0,1.0,0,0
17811,51.0,0,0,0,51,0,0,0,1.0
17852,22.0,0,20,0,2,0,0.9090909090909091,0,0.09090909090909091
18154,35.0,0,0,3,32,0,0,0.08571428571428572,0.9142857142857143
18163,45.0,45,0,0,0,1.0,0,0,0
18334,45.0,0,0,45,0,0,0,1.0,0
18431,36.0,0,36,0,0,0,1.0,0,0
19220,36.0,0,0,0,36,0,0,0,1.0
19290,37.0,0,37,0,0,0,1.0,0,0
19524,17.0,0,0,0,17,0,0,0,1.0
19955,27.0,0,27,0,0,0,1.0,0,0
20055,27.0,27,0,0,0,1.0,0,0,0
20072,30.0,0,0,0,30,0,0,0,1.0
20339,8.0,0,0,0,8,0,0,0,1.0
20661,13.0,2,0,0,11,0.15384615384615385,0,0,0.8461538461538461
20725,29.0,0,0,29,0,0,0,1.0,0
21077,21.0,0,21,0,0,0,1.0,0,0
21618,36.0,0,10,26,0,0,0.2777777777777778,0.7222222222222222,0
21707,33.0,0,33,0,0,0,1.0,0,0
21846,14.0,0,14,0,0,0,1.0,0,0
21915,23.0,0,3,0,20,0,0.13043478260869565,0,0.8695652173913043
21916,15.0,0,0,0,15,0,0,0,1.0
21987,25.0,21,0,4,0,0.84,0,0.16,0
22099,9.0,0,0,0,9,0,0,0,1.0
22200,11.0,0,0,0,11,0,0,0,1.0
22286,19.0,0,19,0,0,0,1.0,0,0
22314,26.0,0,1,0,25,0,0.038461538461538464,0,0.9615384615384616
22578,8.0,0,0,8,0,0,0,1.0,0
22589,12.0,12,0,0,0,1.0,0,0,0
22599,28.0,0,0,28,0,0,0,1.0,0
22674,34.0,0,34,0,0,0,1.0,0,0
22676,32.0,0,0,32,0,0,0,1.0,0
22679,32.0,0,0,0,32,0,0,0,1.0
22686,32.0,0,32,0,0,0,1.0,0,0
22688,32.0,32,0,0,0,1.0,0,0,0
22694,34.0,34,0,0,0,1.0,0,0,0
22775,20.0,0,0,20,0,0,0,1.0,0
22786,20.0,20,0,0,0,1.0,0,0,0
22813,8.0,0,0,8,0,0,0,1.0,0
22865,18.0,0,0,18,0,0,0,1.0,0
22882,18.0,0,0,0,18,0,0,0,1.0
22899,18.0,0,0,18,0,0,0,1.0,0
22917,11.0,0,0,11,0,0,0,1.0,0
22963,20.0,0,0,0,20,0,0,0,1.0
22992,20.0,0,0,20,0,0,0,1.0,0
