Amplicon	AY.41	BA.2.24
2	0.09090909090909083	0.9090909090909092
3	0.09090909090909083	0.9090909090909092
9	0.07407407407407396	0.925925925925926
31	0.06451612903225801	0.935483870967742
32	0.06451612903225801	0.935483870967742
34	0.15625	0.84375
35	0.15625	0.84375
52	0.13793103448275867	0.8620689655172413
66	0.10869565217391308	0.8913043478260869
73	0.09677419354838723	0.9032258064516128
74	0.09677419354838723	0.9032258064516128
78	0.0	1.0
79	0.0	1.0
80	0.11764705882352944	0.8823529411764706
81	0.12676056338028174	0.8732394366197183
82	0.14516129032258063	0.8548387096774194
87	0.12903225806451613	0.8709677419354839
88	0.15000000000000002	0.85
89	0.0	1.0
91	0.11475409836065575	0.8852459016393442
94	0.2716049382716049	0.7283950617283951
95	0.0	1.0
99	0.23188405797101452	0.7681159420289855
