Amplicon	AY.41	BA.2.62
2	0.6923076923076923	0.3076923076923077
3	0.6923076923076923	0.3076923076923077
9	0.5882352941176471	0.4117647058823529
14	0.6875	0.3125
21	0.5172413793103449	0.48275862068965514
24	0.5625	0.4375
30	0.5172413793103449	0.48275862068965514
31	0.5161290322580645	0.4838709677419355
32	0.5714285714285715	0.4285714285714285
34	0.36	0.64
35	0.36	0.64
37	0.4838709677419355	0.5161290322580645
45	0.35	0.65
52	0.4	0.6
54	0.3125	0.6875
55	0.3125	0.6875
66	0.4545454545454546	0.5454545454545454
73	0.47058823529411764	0.5294117647058824
74	0.47058823529411764	0.5294117647058824
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.523809523809524	0.47619047619047605
81	0.5833333333333333	0.41666666666666674
82	0.6060606060606061	0.3939393939393939
83	0.5217391304347826	0.4782608695652174
85	0.5294117647058824	0.47058823529411764
87	0.5263157894736843	0.4736842105263157
88	0.5957446808510639	0.4042553191489361
89	0.5333333333333333	0.4666666666666667
91	0.4814814814814815	0.5185185185185185
92	0.5094339622641509	0.49056603773584906
93	0.5094339622641509	0.49056603773584906
94	0.49122807017543857	0.5087719298245614
95	0.4925373134328358	0.5074626865671642
98	0.5471698113207547	0.4528301886792453
99	0.5084745762711864	0.4915254237288136
