Amplicon	AY.41	BA.2.7
2	0.625	0.375
3	0.625	0.375
9	0.44999999999999996	0.55
14	0.44	0.56
21	0.4482758620689655	0.5517241379310345
24	0.4705882352941176	0.5294117647058825
30	0.6666666666666666	0.33333333333333337
31	0.5652173913043479	0.4347826086956521
32	0.5652173913043479	0.4347826086956521
34	0.5833333333333333	0.41666666666666674
35	0.5833333333333333	0.41666666666666674
37	0.7	0.30000000000000004
45	0.76	0.24
52	0.6956521739130435	0.30434782608695654
54	0.6785714285714286	0.3214285714285714
55	0.6785714285714286	0.3214285714285714
66	0.7333333333333334	0.2666666666666666
73	0.5116279069767442	0.4883720930232558
74	0.5116279069767442	0.4883720930232558
78	0.0	1.0
79	0.0	1.0
80	0.507936507936508	0.492063492063492
81	0.5333333333333333	0.4666666666666667
82	0.5555555555555556	0.4444444444444444
83	0.52	0.48
85	0.5324675324675324	0.4675324675324676
87	0.5263157894736843	0.4736842105263157
88	0.5714285714285715	0.4285714285714285
89	0.5223880597014925	0.4776119402985075
91	0.5818181818181819	0.4181818181818181
92	0.5277777777777778	0.4722222222222222
93	0.5277777777777778	0.4722222222222222
94	0.6027397260273972	0.3972602739726028
95	0.52	0.48
98	0.5238095238095238	0.47619047619047616
99	0.5142857142857142	0.48571428571428577
