Amplicon	AY.41	BA.2.24
2	0.15384615384615385	0.8461538461538461
3	0.15384615384615385	0.8461538461538461
9	0.1578947368421053	0.8421052631578947
14	0.1111111111111111	0.8888888888888888
24	0.2121212121212121	0.7878787878787878
30	0.2352941176470588	0.7647058823529412
31	0.2592592592592593	0.7407407407407407
32	0.2592592592592593	0.7407407407407407
34	0.36363636363636365	0.6363636363636364
35	0.36363636363636365	0.6363636363636364
37	0.375	0.625
52	0.4347826086956522	0.5652173913043478
54	0.4090909090909091	0.5909090909090908
55	0.4090909090909091	0.5909090909090908
66	0.4864864864864865	0.5135135135135135
73	0.3529411764705882	0.6470588235294118
74	0.3529411764705882	0.6470588235294118
78	0.0	1.0
80	0.3529411764705882	0.6470588235294118
81	0.31818181818181823	0.6818181818181818
82	0.31818181818181823	0.6818181818181818
87	0.31034482758620685	0.6896551724137931
88	0.34375	0.65625
89	0.2786885245901639	0.7213114754098361
91	0.3389830508474576	0.6610169491525424
92	0.323943661971831	0.676056338028169
93	0.2542372881355932	0.7457627118644068
94	0.33333333333333337	0.6666666666666666
95	0.3333333333333333	0.6666666666666667
99	0.23529411764705888	0.7647058823529411
