Amplicon	AY.41	BA.2.62
2	0.2941176470588235	0.7058823529411765
3	0.2941176470588235	0.7058823529411765
9	0.30434782608695654	0.6956521739130435
31	0.08823529411764719	0.9117647058823528
32	0.08823529411764719	0.9117647058823528
34	0.09999999999999998	0.9
35	0.09999999999999998	0.9
52	0.19999999999999996	0.8
66	0.2195121951219512	0.7804878048780488
73	0.09999999999999998	0.9
74	0.09999999999999998	0.9
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.1029411764705882	0.8970588235294118
81	0.11428571428571432	0.8857142857142857
82	0.14925373134328357	0.8507462686567164
87	0.09859154929577463	0.9014084507042254
88	0.09859154929577463	0.9014084507042254
89	0.0	1.0
91	0.125	0.875
94	0.22784810126582278	0.7721518987341772
95	0.0	1.0
99	0.10447761194029848	0.8955223880597015
