Amplicon	AY.41	BA.2.24
2	0.3157894736842105	0.6842105263157895
3	0.3157894736842105	0.6842105263157895
9	0.25	0.75
14	0.3846153846153846	0.6153846153846154
24	0.1891891891891892	0.8108108108108107
30	0.3214285714285714	0.6785714285714286
31	0.21875	0.78125
32	0.21875	0.78125
34	0.1785714285714286	0.8214285714285714
35	0.1785714285714286	0.8214285714285714
37	0.2631578947368421	0.736842105263158
45	0.282051282051282	0.7179487179487181
52	0.1724137931034483	0.8275862068965517
54	0.2121212121212121	0.7878787878787878
55	0.2121212121212121	0.7878787878787878
66	0.24242424242424243	0.7575757575757576
73	0.13636363636363635	0.8636363636363636
74	0.13636363636363635	0.8636363636363636
78	0.0	1.0
79	0.0	1.0
80	0.12244897959183676	0.8775510204081632
81	0.15384615384615385	0.8461538461538461
82	0.15384615384615385	0.8461538461538461
83	0.2131147540983606	0.7868852459016394
87	0.19999999999999996	0.8
88	0.2592592592592593	0.7407407407407407
89	0.25	0.75
91	0.21818181818181814	0.7818181818181819
93	0.275	0.725
94	0.25	0.75
95	0.2	0.8
99	0.22535211267605637	0.7746478873239436
