Amplicon	AY.41	BA.2.62
2	0.2666666666666667	0.7333333333333333
3	0.2666666666666667	0.7333333333333333
9	0.2777777777777778	0.7222222222222222
14	0.3571428571428571	0.6428571428571429
24	0.2777777777777778	0.7222222222222222
30	0.3636363636363636	0.6363636363636365
31	0.2142857142857143	0.7857142857142857
32	0.2142857142857143	0.7857142857142857
34	0.2272727272727273	0.7727272727272727
35	0.2272727272727273	0.7727272727272727
52	0.30000000000000004	0.7
66	0.31034482758620685	0.6896551724137931
73	0.23529411764705888	0.7647058823529411
74	0.23529411764705888	0.7647058823529411
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.26086956521739135	0.7391304347826086
81	0.23376623376623373	0.7662337662337663
82	0.25	0.75
87	0.23188405797101452	0.7681159420289855
88	0.19354838709677424	0.8064516129032258
89	0.0	1.0
91	0.22580645161290325	0.7741935483870968
93	0.21875	0.78125
94	0.3116883116883117	0.6883116883116883
95	0.0	1.0
98	0.2923076923076923	0.7076923076923076
99	0.19999999999999996	0.8
