Amplicon	AY.2	BA.2.23
9	0.21212121212121215	0.7878787878787878
12	0.2105263157894736	0.7894736842105264
14	0.08333333333333337	0.9166666666666666
31	0.2432432432432432	0.7567567567567568
32	0.2432432432432432	0.7567567567567568
33	0.0	1.0
34	0.19999999999999996	0.8
35	0.19999999999999996	0.8
52	0.31818181818181823	0.6818181818181818
54	0.1351351351351351	0.8648648648648649
55	0.1351351351351351	0.8648648648648649
61	0.3125	0.6875
66	0.34285714285714286	0.6571428571428571
73	0.2857142857142857	0.7142857142857143
74	0.2857142857142857	0.7142857142857143
75	0.30434782608695654	0.6956521739130435
76	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.19444444444444442	0.8055555555555556
81	0.23076923076923073	0.7692307692307693
82	0.23076923076923073	0.7692307692307693
87	0.16666666666666663	0.8333333333333334
88	0.09090909090909083	0.9090909090909092
89	0.2142857142857142	0.7857142857142858
91	0.2093023255813954	0.7906976744186046
92	0.282051282051282	0.7179487179487181
93	0.2631578947368421	0.736842105263158
94	0.3728813559322034	0.6271186440677966
95	0.0	1.0
96	0.0	1.0
97	0.0	1.0
99	0.31999999999999995	0.68
