barcode,positions,base_prop
,5822,"[0.0, 0.375, 0.0, 0.625]"
,10243,"[0.0, 0.6341463414634146, 0.0, 0.3658536585365853]"
,11332,"[0.2432432432432432, 0.0, 0.7567567567567568, 0.0]"
,14874,"[0.0, 0.0, 0.4081632653061224, 0.5918367346938775]"
,17746,"[0.0, 0.2142857142857142, 0.0, 0.7857142857142857]"
,21618,"[0.0, 0.2333333333333333, 0.0, 0.7666666666666667]"
,21707,"[0.0, 0.4230769230769231, 0.0, 0.5769230769230769]"
,22599,"[0.0, 0.5526315789473685, 0.4473684210526316, 0.0]"
,23055,"[0.2727272727272727, 0.0, 0.7272727272727273, 0.0]"
,23063,"[0.2727272727272727, 0.0, 0.0, 0.7272727272727273]"
,23541,"[0.4705882352941176, 0.0, 0.0, 0.5294117647058824]"
,23604,"[0.7272727272727273, 0.2727272727272727, 0.0, 0.0]"
,23854,"[0.6451612903225806, 0.3548387096774194, 0.0, 0.0]"
,26526,"[0.0, 0.0, 0.4230769230769231, 0.5769230769230769]"
,27459,"[0.0, 0.0, 0.2575757575757575, 0.7424242424242424]"
,27707,"[0.0, 0.711864406779661, 0.0, 0.288135593220339]"
,27752,"[0.0, 0.2333333333333333, 0.0, 0.7666666666666667]"
,27945,"[0.0, 0.75, 0.0, 0.25]"
,28461,"[0.208955223880597, 0.0074626865671641, 0.7835820895522388, 0.0]"
,29520,"[0.0, 0.3448275862068966, 0.0, 0.6551724137931034]"
,29757,"[0.0, 0.0, 0.3181818181818182, 0.6818181818181818]"
