barcode,positions,base_prop
,1132,"[0.2692307692307692, 0.0, 0.7307692307692307, 0.0]"
,5437,"[0.0, 0.0, 0.2592592592592592, 0.7407407407407407]"
,10243,"[0.0, 0.3076923076923077, 0.0, 0.6923076923076923]"
,11332,"[0.2307692307692307, 0.0, 0.7692307692307693, 0.0]"
,14408,"[0.0, 0.2083333333333333, 0.0, 0.7916666666666666]"
,14874,"[0.0144927536231884, 0.0, 0.391304347826087, 0.5942028985507246]"
,17200,"[0.0, 0.4615384615384615, 0.0, 0.5384615384615384]"
,17746,"[0.0, 0.2745098039215686, 0.0, 0.7254901960784313]"
,21618,"[0.0, 0.2580645161290322, 0.0, 0.7419354838709677]"
,21846,"[0.0, 0.4838709677419355, 0.0, 0.5161290322580645]"
,22599,"[0.0, 0.6428571428571429, 0.3571428571428571, 0.0]"
,23604,"[0.7066666666666667, 0.2933333333333333, 0.0, 0.0]"
,24424,"[0.2857142857142857, 0.0, 0.0, 0.7142857142857143]"
,25614,"[0.0, 0.2469135802469135, 0.0, 0.7530864197530864]"
,26526,"[0.0, 0.0, 0.4864864864864865, 0.5135135135135135]"
,27459,"[0.0, 0.0, 0.3333333333333333, 0.6666666666666666]"
,27752,"[0.0, 0.3076923076923077, 0.0153846153846153, 0.676923076923077]"
,28178,"[0.0, 0.0, 0.7368421052631579, 0.2631578947368421]"
,28461,"[0.2207792207792207, 0.0, 0.7792207792207793, 0.0]"
,29757,"[0.0, 0.0, 0.6854838709677419, 0.314516129032258]"
