Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
320,0.0,0,0,0,0,0,0,0,0
1418,2935.0,2439,16,446,34,0.8310051107325384,0.00545144804088586,0.15195911413969335,0.011584327086882453
2172,4423.0,798,38,3559,28,0.1804205290526792,0.008591453764413294,0.8046574723038662,0.006330544879041375
3037,4653.0,50,42,45,4516,0.01074575542660649,0.009026434558349452,0.009671179883945842,0.9705566301310982
4181,4794.0,47,41,568,4138,0.00980392156862745,0.008552357113057988,0.1184814351272424,0.8631622861910722
4321,4880.0,56,4339,49,436,0.011475409836065573,0.8891393442622951,0.010040983606557377,0.08934426229508197
4754,4718.0,29,492,39,4158,0.006146672318779143,0.10428147520135651,0.008266214497668503,0.8813056379821959
5184,4595.0,44,4249,31,271,0.009575625680087052,0.9247007616974973,0.006746463547334059,0.05897714907508161
5192,4552.0,32,4231,26,263,0.007029876977152899,0.929481546572935,0.0057117750439367315,0.057776801405975395
5584,5026.0,4304,43,642,37,0.8563469956227616,0.008555511341026662,0.1277357739753283,0.007361719060883406
6402,4534.0,38,660,38,3798,0.008381120423467137,0.1455668284075871,0.008381120423467137,0.8376709307454786
7124,3658.0,26,611,32,2989,0.007107709130672498,0.16703116457080372,0.008747949699289229,0.8171131765992345
7886,3572.0,2955,31,557,29,0.8272676371780515,0.008678611422172453,0.15593505039193728,0.008118701007838746
7945,3429.0,26,568,29,2806,0.00758238553514144,0.16564596092155148,0.008457276173811607,0.8183143773694955
8964,2924.0,28,2342,24,530,0.009575923392612859,0.8009575923392613,0.008207934336525308,0.18125854993160054
8986,2761.0,22,527,22,2190,0.00796812749003984,0.19087287214777254,0.00796812749003984,0.7931908728721477
9053,2728.0,31,20,498,2179,0.011363636363636364,0.007331378299120235,0.18255131964809385,0.7987536656891495
9857,3017.0,24,2365,23,605,0.007954922108054359,0.7838912827311899,0.007623467020218761,0.20053032814053695
9891,3098.0,28,2418,26,626,0.009038089089735314,0.7805035506778567,0.008392511297611363,0.20206584893479665
10029,3295.0,28,700,36,2531,0.008497723823975721,0.212443095599393,0.010925644916540212,0.768133535660091
11161,3735.0,2918,31,748,38,0.7812583668005355,0.008299866131191432,0.2002677376171352,0.010174029451137885
11201,3668.0,699,35,2893,41,0.19056706652126498,0.009541984732824428,0.7887131952017448,0.011177753544165758
11332,3805.0,709,37,3033,26,0.18633377135348225,0.009724047306176084,0.7971090670170828,0.00683311432325887
11418,3885.0,31,651,38,3165,0.00797940797940798,0.16756756756756758,0.009781209781209782,0.8146718146718147
11488,3922.0,30,3142,33,717,0.007649158592554819,0.8011218765935747,0.008414074451810302,0.18281489036206017
11514,4015.0,38,3269,28,680,0.009464508094645082,0.8141967621419676,0.006973848069738481,0.16936488169364883
13019,4587.0,39,4126,41,381,0.008502289077828646,0.8994985829518204,0.008938303902332679,0.08306082406801832
13335,4214.0,33,4025,37,119,0.007831039392501186,0.9551495016611296,0.008780256288561937,0.02823920265780731
14246,4594.0,4293,40,216,45,0.934479756203744,0.0087070091423596,0.047017849368741836,0.00979538528515455
14408,4096.0,41,54,36,3965,0.010009765625,0.01318359375,0.0087890625,0.968017578125
15451,3660.0,3552,38,41,29,0.9704918032786886,0.010382513661202186,0.011202185792349727,0.007923497267759563
16466,3544.0,37,52,39,3416,0.01044018058690745,0.014672686230248307,0.01100451467268623,0.963882618510158
18213,3309.0,2546,47,682,34,0.7694167422181928,0.014203686914475672,0.2061045633121789,0.010275007555152614
19126,3409.0,2671,35,678,25,0.7835142270460546,0.01026694045174538,0.19888530360809623,0.007333528894103843
19220,3495.0,31,745,40,2679,0.008869814020028613,0.21316165951359084,0.011444921316165951,0.7665236051502146
19500,3243.0,34,2428,19,762,0.010484119642306507,0.7486894850447117,0.00585877274128893,0.23496762257169287
19908,3041.0,736,23,2245,37,0.24202564945741534,0.007563301545544229,0.7382439986846432,0.012167050312397237
21618,3163.0,35,32,3072,24,0.011065444198545684,0.010116977552956055,0.9712298450837812,0.0075877331647170405
21846,3224.0,28,660,24,2512,0.008684863523573201,0.20471464019851116,0.007444168734491315,0.7791563275434243
21987,3405.0,3319,16,34,36,0.9747430249632892,0.004698972099853157,0.00998531571218796,0.010572687224669603
22227,3404.0,30,2673,25,676,0.00881316098707403,0.7852526439482961,0.007344300822561692,0.19858989424206816
22917,3509.0,25,29,3422,33,0.007124536905101168,0.008264462809917356,0.9752066115702479,0.009404388714733543
22995,3633.0,3539,35,33,26,0.9741260666116157,0.009633911368015413,0.009083402146985962,0.007156619873382879
23403,3626.0,34,31,3527,34,0.009376723662437948,0.008549365692222834,0.9726971869829013,0.009376723662437948
23604,3787.0,38,30,3700,19,0.010034327964087668,0.007921837866385001,0.9770266701874835,0.005017163982043834
23683,3771.0,35,777,33,2926,0.00928135773004508,0.2060461416070008,0.008750994431185362,0.7759215062317688
23848,3720.0,2970,27,692,31,0.7983870967741935,0.007258064516129033,0.1860215053763441,0.008333333333333333
24410,3435.0,3341,31,39,24,0.9726346433770015,0.009024745269286753,0.011353711790393014,0.0069868995633187774
25469,2927.0,31,35,19,2842,0.01059104885548343,0.011957635804578067,0.006491288008199521,0.970960027331739
25710,3247.0,21,29,32,3165,0.006467508469356329,0.008931321219587311,0.00985525100092393,0.9747459193101324
25855,3205.0,26,23,649,2507,0.008112324492979718,0.007176287051482059,0.20249609984399375,0.7822152886115444
26767,3349.0,30,3240,37,42,0.008957897879964169,0.9674529710361301,0.011048074051955807,0.012541057031949836
26814,3462.0,24,30,2741,667,0.006932409012131715,0.008665511265164644,0.7917388792605431,0.1926632004621606
27131,3556.0,32,743,47,2734,0.008998875140607425,0.20894263217097864,0.013217097862767153,0.7688413948256468
27561,3369.0,32,28,2670,639,0.009498367468091422,0.008311071534579995,0.792520035618878,0.18967052537845058
27638,2993.0,32,2904,32,25,0.010691613765452723,0.9702639492148346,0.010691613765452723,0.00835282325425994
27752,3027.0,26,34,31,2936,0.008589362405021473,0.011232243145028081,0.010241162867525603,0.9699372315824248
27870,2793.0,17,25,576,2175,0.006086645184389545,0.00895094880057286,0.20622986036519872,0.7787325456498388
27874,2797.0,12,596,18,2171,0.004290311047550947,0.21308544869503038,0.006435466571326421,0.7761887736860923
27881,2888.0,2242,600,21,25,0.7763157894736842,0.2077562326869806,0.007271468144044321,0.00865650969529086
28461,2573.0,20,22,2511,20,0.00777302759424796,0.008550330353672756,0.9759036144578314,0.00777302759424796
28881,1810.0,12,17,26,1755,0.0066298342541436465,0.009392265193370166,0.014364640883977901,0.9696132596685083
28916,1840.0,14,15,381,1430,0.007608695652173913,0.008152173913043478,0.20706521739130435,0.7771739130434783
29402,469.0,4,4,6,455,0.008528784648187633,0.008528784648187633,0.01279317697228145,0.9701492537313433
29616,315.0,4,4,238,69,0.012698412698412698,0.012698412698412698,0.7555555555555555,0.21904761904761905
