Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
670,32.0,0,0,16,16,0,0,0.5,0.5
2509,71.0,0,35,0,36,0,0.49295774647887325,0,0.5070422535211268
2790,66.0,0,36,1,29,0,0.5454545454545454,0.015151515151515152,0.4393939393939394
3037,70.0,0,5,0,65,0,0.07142857142857142,0,0.9285714285714286
3055,71.0,0,27,0,44,0,0.38028169014084506,0,0.6197183098591549
3701,65.0,31,2,32,0,0.47692307692307695,0.03076923076923077,0.49230769230769234,0
4184,57.0,29,0,26,2,0.5087719298245614,0,0.45614035087719296,0.03508771929824561
4321,64.0,1,38,0,25,0.015625,0.59375,0,0.390625
4832,74.0,0,42,0,32,0,0.5675675675675675,0,0.43243243243243246
5184,60.0,0,44,0,16,0,0.7333333333333333,0,0.26666666666666666
5584,49.0,28,1,20,0,0.5714285714285714,0.02040816326530612,0.40816326530612246,0
5736,58.0,2,41,0,15,0.034482758620689655,0.7068965517241379,0,0.25862068965517243
7472,67.0,14,0,53,0,0.208955223880597,0,0.7910447761194029,0
9344,75.0,0,38,1,36,0,0.5066666666666667,0.013333333333333334,0.48
9424,73.0,36,0,37,0,0.4931506849315068,0,0.5068493150684932,0
9534,72.0,0,35,0,37,0,0.4861111111111111,0,0.5138888888888888
9866,66.0,1,35,0,30,0.015151515151515152,0.5303030303030303,0,0.45454545454545453
9891,70.0,0,39,0,31,0,0.5571428571428572,0,0.44285714285714284
10029,106.0,0,68,0,38,0,0.6415094339622641,0,0.3584905660377358
10198,75.0,0,35,2,38,0,0.4666666666666667,0.02666666666666667,0.5066666666666667
10447,79.0,33,1,45,0,0.4177215189873418,0.012658227848101266,0.569620253164557,0
10449,78.0,37,39,1,1,0.47435897435897434,0.5,0.01282051282051282,0.01282051282051282
11418,80.0,0,27,0,53,0,0.3375,0,0.6625
11514,111.0,1,76,2,32,0.009009009009009009,0.6846846846846847,0.018018018018018018,0.2882882882882883
11585,93.0,81,0,0,12,0.8709677419354839,0,0,0.12903225806451613
12880,84.0,0,43,0,41,0,0.5119047619047619,0,0.4880952380952381
13019,71.0,0,37,0,34,0,0.5211267605633803,0,0.4788732394366197
13476,57.0,0,40,0,17,0,0.7017543859649122,0,0.2982456140350877
14408,44.0,2,2,0,40,0.045454545454545456,0.045454545454545456,0,0.9090909090909091
15451,50.0,24,1,25,0,0.48,0.02,0.5,0
15714,43.0,0,19,0,24,0,0.4418604651162791,0,0.5581395348837209
16466,61.0,0,33,0,28,0,0.5409836065573771,0,0.45901639344262296
17336,65.0,0,35,0,30,0,0.5384615384615384,0,0.46153846153846156
17410,68.0,0,35,0,33,0,0.5147058823529411,0,0.4852941176470588
18163,71.0,39,0,32,0,0.5492957746478874,0,0.4507042253521127,0
18299,70.0,1,13,0,56,0.014285714285714285,0.18571428571428572,0,0.8
18304,71.0,1,0,16,54,0.014084507042253521,0,0.22535211267605634,0.7605633802816901
18570,80.0,1,40,0,39,0.0125,0.5,0,0.4875
19955,74.0,0,32,1,41,0,0.43243243243243246,0.013513513513513514,0.5540540540540541
20055,73.0,36,0,37,0,0.4931506849315068,0,0.5068493150684932,0
20126,65.0,1,0,64,0,0.015384615384615385,0,0.9846153846153847,0
21618,84.0,0,4,34,46,0,0.047619047619047616,0.40476190476190477,0.5476190476190477
21770,66.0,0,1,40,25,0,0.015151515151515152,0.6060606060606061,0.3787878787878788
21987,68.0,37,0,31,0,0.5441176470588235,0,0.45588235294117646,0
22200,59.0,1,1,30,27,0.01694915254237288,0.01694915254237288,0.5084745762711864,0.4576271186440678
22227,62.0,0,36,1,25,0,0.5806451612903226,0.016129032258064516,0.4032258064516129
22578,74.0,30,0,43,1,0.40540540540540543,0,0.581081081081081,0.013513513513513514
22674,80.0,0,48,1,31,0,0.6,0.0125,0.3875
22679,81.0,1,36,0,44,0.012345679012345678,0.4444444444444444,0,0.5432098765432098
22686,75.0,1,39,0,35,0.013333333333333334,0.52,0,0.4666666666666667
22688,80.0,44,0,36,0,0.55,0,0.45,0
22775,86.0,32,0,54,0,0.37209302325581395,0,0.627906976744186,0
22786,86.0,51,33,0,2,0.5930232558139535,0.38372093023255816,0,0.023255813953488372
22813,84.0,0,0,6,78,0,0,0.07142857142857142,0.9285714285714286
22882,79.0,1,0,32,46,0.012658227848101266,0,0.4050632911392405,0.5822784810126582
22917,76.0,3,0,32,41,0.039473684210526314,0,0.42105263157894735,0.5394736842105263
22992,73.0,35,0,38,0,0.4794520547945205,0,0.5205479452054794,0
22995,71.0,68,3,0,0,0.9577464788732394,0.04225352112676056,0,0
23013,75.0,43,32,0,0,0.5733333333333334,0.4266666666666667,0,0
23040,76.0,40,0,36,0,0.5263157894736842,0,0.47368421052631576,0
23055,77.0,44,0,33,0,0.5714285714285714,0,0.42857142857142855,0
23063,77.0,41,1,0,35,0.5324675324675324,0.012987012987012988,0,0.45454545454545453
23075,79.0,0,34,0,45,0,0.43037974683544306,0,0.569620253164557
23403,81.0,1,0,80,0,0.012345679012345678,0,0.9876543209876543,0
23525,83.0,1,42,0,40,0.012048192771084338,0.5060240963855421,0,0.4819277108433735
23599,77.0,1,0,35,41,0.012987012987012988,0,0.45454545454545453,0.5324675324675324
23604,79.0,36,8,34,1,0.45569620253164556,0.10126582278481013,0.43037974683544306,0.012658227848101266
23854,73.0,39,34,0,0,0.5342465753424658,0.4657534246575342,0,0
23874,72.0,0,59,0,13,0,0.8194444444444444,0,0.18055555555555555
23948,73.0,0,0,36,37,0,0,0.4931506849315068,0.5068493150684932
24410,71.0,32,1,38,0,0.4507042253521127,0.014084507042253521,0.5352112676056338,0
24424,71.0,36,1,0,34,0.5070422535211268,0.014084507042253521,0,0.4788732394366197
24469,66.0,33,1,0,32,0.5,0.015151515151515152,0,0.48484848484848486
25000,67.0,1,35,1,30,0.014925373134328358,0.5223880597014925,0.014925373134328358,0.44776119402985076
25469,51.0,0,26,0,25,0,0.5098039215686274,0,0.49019607843137253
25584,49.0,0,24,0,25,0,0.4897959183673469,0,0.5102040816326531
25647,46.0,0,0,28,18,0,0,0.6086956521739131,0.391304347826087
26060,42.0,0,21,0,21,0,0.5,0,0.5
26270,35.0,0,17,0,18,0,0.4857142857142857,0,0.5142857142857142
26577,36.0,0,18,18,0,0,0.5,0.5,0
26709,42.0,23,0,18,1,0.5476190476190477,0,0.42857142857142855,0.023809523809523808
26767,42.0,1,15,0,26,0.023809523809523808,0.35714285714285715,0,0.6190476190476191
26858,47.0,0,24,0,23,0,0.5106382978723404,0,0.48936170212765956
26971,53.0,4,0,49,0,0.07547169811320754,0,0.9245283018867925,0
27259,56.0,29,27,0,0,0.5178571428571429,0.48214285714285715,0,0
27382,66.0,1,31,34,0,0.015151515151515152,0.4696969696969697,0.5151515151515151,0
27383,67.0,34,1,0,32,0.5074626865671642,0.014925373134328358,0,0.47761194029850745
27384,68.0,0,32,0,36,0,0.47058823529411764,0,0.5294117647058824
27638,62.0,0,29,0,33,0,0.46774193548387094,0,0.532258064516129
27752,59.0,1,32,0,26,0.01694915254237288,0.5423728813559322,0,0.4406779661016949
27807,65.0,1,34,0,30,0.015384615384615385,0.5230769230769231,0,0.46153846153846156
28271,59.0,24,1,0,34,0.4067796610169492,0.01694915254237288,0,0.576271186440678
28311,63.0,1,29,0,33,0.015873015873015872,0.4603174603174603,0,0.5238095238095238
28461,69.0,44,0,25,0,0.6376811594202898,0,0.36231884057971014,0
28881,53.0,29,0,2,22,0.5471698113207547,0,0.03773584905660377,0.41509433962264153
28882,54.0,29,0,25,0,0.5370370370370371,0,0.46296296296296297,0
28883,54.0,0,30,24,0,0,0.5555555555555556,0.4444444444444444,0
29402,82.0,0,0,46,36,0,0,0.5609756097560976,0.43902439024390244
