ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,27,94
2,47,35,94
3,71,39,94
4,95,27,94
5,113,30,94
6,179,36,94
7,260,35,93
8,303,28,93
9,335,34,94
10,404,30,25
11,417,35,94
12,437,28,94
13,466,31,94
14,467,29,94
15,563,27,94
16,566,25,94
17,647,34,94
18,782,39,94
19,793,29,89
20,821,22,94
21,914,28,94
22,925,29,91
23,1001,38,94
24,1055,39,94
25,1102,30,93
26,1160,40,94
27,1207,26,94
28,1232,22,94
29,1323,31,94
30,1373,30,94
31,1418,30,94
32,1620,29,94
33,1665,26,94
34,1817,35,94
35,1923,30,94
36,1992,36,94
37,2129,40,94
38,2135,39,94
39,2141,38,94
40,2204,24,91
41,2426,36,94
42,2636,36,93
43,2771,34,91
44,2874,27,94
45,2975,34,94
46,3162,43,94
47,3191,34,94
48,3248,40,94
49,3471,36,94
50,3530,37,94
51,3586,34,94
52,3736,33,92
53,3915,28,86
54,4034,30,94
55,4191,6,94
56,4417,6,94
57,4627,33,94
58,4660,32,94
59,4918,34,87
60,5249,32,93
61,5315,35,94
62,5658,34,93
63,7205,56,94
64,7585,42,92
65,7874,52,93
66,8042,38,94
67,9763,49,59
68,9869,51,93
69,10401,46,94
70,10415,48,94
71,10585,40,94
72,11894,51,90
73,12470,40,94
74,14075,52,94
75,16775,48,94
76,18320,45,94
77,21307,50,94
78,21332,51,93
79,21378,43,24
80,21499,50,73
81,21937,40,94
82,21963,32,91
83,22336,0,41
84,22550,30,9
85,22570,51,93
86,22571,44,38
87,22640,41,39
88,22675,47,62
89,23693,36,94
90,24674,47,94
91,24816,53,94
92,24817,53,94
93,25395,24,93
