barcode,positions,base_prop
,733,"[0.0, 0.5882352941176471, 0.0, 0.4117647058823529]"
,1190,"[0.0017543859649122, 0.6473684210526316, 0.0, 0.3508771929824561]"
,2306,"[0.0, 0.6733668341708543, 0.0, 0.3266331658291457]"
,2544,"[0.0, 0.6902654867256637, 0.0, 0.3097345132743362]"
,2749,"[0.0, 0.5136436597110754, 0.0, 0.4863563402889245]"
,3828,"[0.0, 0.4124293785310734, 0.0, 0.5875706214689266]"
,5648,"[0.3898809523809524, 0.6101190476190477, 0.0, 0.0]"
,5849,"[0.0, 0.3496583143507972, 0.0, 0.6503416856492027]"
,12778,"[0.0, 0.3781725888324873, 0.0, 0.6218274111675127]"
,13860,"[0.0009784735812133, 0.3786692759295499, 0.0, 0.6203522504892368]"
,17259,"[0.0, 0.0, 0.3849462365591398, 0.6150537634408603]"
,20178,"[0.0, 0.688622754491018, 0.0, 0.311377245508982]"
,21614,"[0.0, 0.3043478260869565, 0.0, 0.6956521739130435]"
,21621,"[0.696078431372549, 0.3039215686274509, 0.0, 0.0]"
,21638,"[0.0, 0.3666666666666666, 0.0, 0.6333333333333333]"
,21974,"[0.0, 0.0, 0.3777777777777777, 0.6222222222222222]"
,22812,"[0.3975609756097561, 0.6024390243902439, 0.0, 0.0]"
,23012,"[0.2226148409893993, 0.0, 0.7773851590106007, 0.0]"
,23063,"[0.7896678966789668, 0.0, 0.0, 0.2103321033210332]"
,23525,"[0.0, 0.3848684210526316, 0.0, 0.6151315789473685]"
,24642,"[0.0, 0.3351278600269179, 0.0, 0.6648721399730821]"
,25912,"[0.0, 0.0, 0.7686746987951807, 0.2313253012048192]"
,27261,"[0.0, 0.0, 0.6845637583892618, 0.3154362416107382]"
,28167,"[0.6090342679127726, 0.0, 0.3909657320872274, 0.0]"
,28290,"[0.0, 0.631578947368421, 0.0, 0.3684210526315789]"
,28512,"[0.0, 0.3790322580645161, 0.6209677419354839, 0.0]"
