Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
100,1343.0,1,880,1,461,0.0007446016381236039,0.6552494415487714,0.0007446016381236039,0.3432613551749814
157,2102.0,7,2094,1,0,0.003330161750713606,0.9961941008563273,0.0004757373929590866,0
241,2653.0,0,2,7,2644,0,0.0007538635506973238,0.002638522427440633,0.996607614021862
442,2682.0,2,2673,7,0,0.0007457121551081282,0.9966442953020134,0.002609992542878449,0
733,2585.0,0,1529,3,1053,0,0.5914893617021276,0.0011605415860735009,0.40735009671179884
745,2551.0,4,2544,1,2,0.0015680125441003528,0.9972559780478244,0.0003920031360250882,0.0007840062720501764
942,2350.0,0,0,2346,4,0,0,0.9982978723404256,0.001702127659574468
1060,2365.0,3,2357,2,3,0.0012684989429175475,0.9966173361522199,0.0008456659619450317,0.0012684989429175475
1102,2240.0,3,2237,0,0,0.0013392857142857143,0.9986607142857142,0,0
1148,2310.0,3,0,2303,4,0.0012987012987012987,0,0.996969696969697,0.0017316017316017316
1190,2323.0,2,2319,0,1,0.0008609556607834697,0.998278088678433,0,0.00043047783039173483
1264,2467.0,2,0,2463,2,0.0008107012565869477,0,0.9983785974868261,0.0008107012565869477
1288,2520.0,2,2513,1,4,0.0007936507936507937,0.9972222222222222,0.0003968253968253968,0.0015873015873015873
1420,2678.0,2,2674,1,1,0.0007468259895444362,0.9985063480209111,0.0003734129947722181,0.0003734129947722181
1885,2274.0,4,0,0,2270,0.001759014951627089,0,0,0.9982409850483729
2122,1757.0,1,2,4,1750,0.0005691519635742744,0.0011383039271485487,0.0022766078542970974,0.9960159362549801
2257,2050.0,1,0,2,2047,0.0004878048780487805,0,0.000975609756097561,0.9985365853658537
2306,1891.0,5,1882,1,3,0.0026441036488630354,0.9952406134320465,0.0005288207297726071,0.0015864621893178213
2544,1801.0,3,1797,0,1,0.001665741254858412,0.9977790116601888,0,0.000555247084952804
2644,1754.0,5,1746,1,2,0.0028506271379703536,0.9954389965792474,0.0005701254275940707,0.0011402508551881414
2749,1993.0,3,792,4,1194,0.0015052684395383843,0.39739086803813345,0.002007024586051179,0.599096838936277
2879,2070.0,1,0,2066,3,0.0004830917874396135,0,0.9980676328502416,0.0014492753623188406
3037,2156.0,0,0,4,2152,0,0,0.0018552875695732839,0.9981447124304267
3180,2305.0,2297,2,3,3,0.996529284164859,0.0008676789587852494,0.0013015184381778742,0.0013015184381778742
3766,1214.0,1,0,1,1212,0.0008237232289950577,0,0.0008237232289950577,0.9983525535420099
3828,1619.0,2,663,0,954,0.0012353304508956147,0.4095120444718962,0,0.5892526250772081
3948,1459.0,1455,1,1,2,0.9972583961617546,0.0006854009595613434,0.0006854009595613434,0.0013708019191226869
4474,1344.0,2,1,1340,1,0.001488095238095238,0.000744047619047619,0.9970238095238095,0.000744047619047619
4573,1388.0,0,1386,2,0,0,0.9985590778097982,0.001440922190201729,0
4586,1343.0,0,1339,3,1,0,0.9970215934475056,0.0022338049143708115,0.0007446016381236039
4815,1469.0,0,608,2,859,0,0.41388699795779443,0.0013614703880190605,0.5847515316541865
5063,1482.0,0,0,1481,1,0,0,0.9993252361673415,0.0006747638326585695
5648,1682.0,692,989,0,1,0.4114149821640904,0.5879904875148633,0,0.0005945303210463733
5724,1438.0,2,1436,0,0,0.0013908205841446453,0.9986091794158554,0,0
5849,1339.0,2,1337,0,0,0.0014936519790888724,0.9985063480209111,0,0
6027,1421.0,3,1418,0,0,0.00211118930330753,0.9978888106966924,0,0
6195,1288.0,2,1285,0,1,0.0015527950310559005,0.9976708074534162,0,0.0007763975155279503
6310,1253.0,12,1239,2,0,0.009577015163607342,0.9888268156424581,0.0015961691939345571,0
