ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,39,94
2,47,36,94
3,71,36,94
4,95,25,94
5,113,32,94
6,179,32,94
7,260,40,93
8,303,31,93
9,335,36,94
10,404,40,25
11,417,28,94
12,437,45,94
13,466,36,94
14,467,35,94
15,563,40,94
16,566,40,94
17,647,31,94
18,782,33,94
19,793,29,89
20,821,30,94
21,914,36,94
22,925,43,91
23,1001,37,94
24,1055,32,94
25,1102,28,93
26,1160,42,94
27,1207,42,94
28,1232,39,94
29,1323,42,94
30,1373,30,94
31,1418,33,94
32,1620,39,94
33,1665,19,94
34,1817,43,94
35,1923,37,94
36,1992,50,94
37,2129,44,94
38,2135,39,94
39,2141,35,94
40,2204,35,91
41,2426,37,94
42,2636,48,93
43,2771,33,91
44,2874,40,94
45,2975,47,94
46,3162,43,94
47,3191,43,94
48,3248,35,94
49,3471,45,94
50,3530,36,94
51,3586,44,94
52,3736,37,92
53,3915,29,86
54,4034,41,94
55,4191,0,94
56,4417,0,94
57,4627,41,94
58,4660,41,94
59,4918,41,87
60,5249,40,93
61,5315,33,94
62,5658,38,93
63,7205,33,94
64,7585,37,92
65,7874,32,93
66,8042,45,94
67,9763,30,59
68,9869,42,93
69,10401,41,94
70,10415,44,94
71,10585,35,94
72,11894,38,90
73,12470,49,94
74,14075,52,94
75,16775,37,94
76,18320,38,94
77,21307,40,94
78,21332,36,93
79,21378,41,24
80,21499,36,73
81,21937,29,94
82,21963,28,91
83,22336,0,41
84,22550,38,9
85,22570,47,93
86,22571,45,38
87,22640,30,39
88,22675,47,62
89,23693,34,94
90,24674,41,94
91,24816,43,94
92,24817,44,94
93,25395,46,93
