ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,33,94
2,47,35,94
3,71,40,94
4,95,28,94
5,113,41,94
6,179,26,94
7,260,36,93
8,303,45,93
9,335,34,94
10,404,46,25
11,417,44,94
12,437,42,94
13,466,45,94
14,467,43,94
15,563,38,94
16,566,34,94
17,647,39,94
18,782,39,94
19,793,44,89
20,821,35,94
21,914,41,94
22,925,48,91
23,1001,43,94
24,1055,43,94
25,1102,46,93
26,1160,40,94
27,1207,29,94
28,1232,43,94
29,1323,38,94
30,1373,37,94
31,1418,41,94
32,1620,40,94
33,1665,35,94
34,1817,44,94
35,1923,40,94
36,1992,43,94
37,2129,38,94
38,2135,35,94
39,2141,33,94
40,2204,28,91
41,2426,50,94
42,2636,40,93
43,2771,35,91
44,2874,37,94
45,2975,34,94
46,3162,41,94
47,3191,43,94
48,3248,49,94
49,3471,43,94
50,3530,31,94
51,3586,33,94
52,3736,32,92
53,3915,36,86
54,4034,38,94
55,4191,0,94
56,4417,0,94
57,4627,41,94
58,4660,37,94
59,4918,27,87
60,5249,37,93
61,5315,43,94
62,5658,48,93
63,7205,57,94
64,7585,44,92
65,7874,43,93
66,8042,49,94
67,9763,30,59
68,9869,45,93
69,10401,46,94
70,10415,47,94
71,10585,45,94
72,11894,38,90
73,12470,37,94
74,14075,43,94
75,16775,50,94
76,18320,56,94
77,21307,40,94
78,21332,39,93
79,21378,42,24
80,21499,39,73
81,21937,40,94
82,21963,32,91
83,22336,0,41
84,22550,34,9
85,22570,43,93
86,22571,44,38
87,22640,40,39
88,22675,42,62
89,23693,43,94
90,24674,45,94
91,24816,50,94
92,24817,50,94
93,25395,32,93
