ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,27,94
2,47,32,94
3,71,37,94
4,95,36,94
5,113,24,94
6,179,29,94
7,260,40,93
8,303,34,93
9,335,29,94
10,404,30,25
11,417,35,94
12,437,45,94
13,466,39,94
14,467,39,94
15,563,38,94
16,566,37,94
17,647,31,94
18,782,37,94
19,793,37,89
20,821,23,94
21,914,38,94
22,925,41,91
23,1001,32,94
24,1055,36,94
25,1102,43,93
26,1160,45,94
27,1207,26,94
28,1232,32,94
29,1323,31,94
30,1373,31,94
31,1418,38,94
32,1620,36,94
33,1665,37,94
34,1817,47,94
35,1923,35,94
36,1992,36,94
37,2129,44,94
38,2135,36,94
39,2141,33,94
40,2204,27,91
41,2426,41,94
42,2636,38,93
43,2771,28,91
44,2874,37,94
45,2975,34,94
46,3162,35,94
47,3191,24,94
48,3248,48,94
49,3471,40,94
50,3530,32,94
51,3586,32,94
52,3736,27,92
53,3915,28,86
54,4034,36,94
55,4191,0,94
56,4417,0,94
57,4627,41,94
58,4660,43,94
59,4918,32,87
60,5249,34,93
61,5315,41,94
62,5658,43,93
63,7205,48,94
64,7585,43,92
65,7874,39,93
66,8042,45,94
67,9763,38,59
68,9869,38,93
69,10401,39,94
70,10415,34,94
71,10585,43,94
72,11894,35,90
73,12470,44,94
74,14075,39,94
75,16775,31,94
76,18320,41,94
77,21307,26,94
78,21332,46,93
79,21378,47,24
80,21499,44,73
81,21937,36,94
82,21963,30,91
83,22336,0,41
84,22550,28,9
85,22570,43,93
86,22571,42,38
87,22640,35,39
88,22675,43,62
89,23693,36,94
90,24674,44,94
91,24816,48,94
92,24817,46,94
93,25395,29,93
