Amplicon	AY.41	BA.2.69
2	0.44999999999999996	0.55
3	0.44999999999999996	0.55
9	0.5833333333333333	0.41666666666666674
14	0.64	0.36
21	0.4347826086956521	0.5652173913043479
24	0.4468085106382978	0.5531914893617023
30	0.4222222222222222	0.5777777777777777
31	0.3448275862068966	0.6551724137931034
32	0.3571428571428571	0.6428571428571429
34	0.2727272727272727	0.7272727272727273
35	0.2727272727272727	0.7272727272727273
37	0.4042553191489361	0.5957446808510639
45	0.391304347826087	0.6086956521739131
52	0.4444444444444444	0.5555555555555556
54	0.4615384615384615	0.5384615384615385
55	0.4615384615384615	0.5384615384615385
66	0.47619047619047616	0.5238095238095238
73	0.41666666666666663	0.5833333333333334
74	0.41666666666666663	0.5833333333333334
78	0.0	1.0
79	0.0	1.0
80	0.3728813559322034	0.6271186440677966
81	0.3939393939393939	0.6060606060606061
82	0.4126984126984127	0.5873015873015873
83	0.36	0.64
85	0.3870967741935484	0.6129032258064516
87	0.39344262295081966	0.6065573770491803
88	0.41666666666666663	0.5833333333333334
89	0.3333333333333333	0.6666666666666667
91	0.42553191489361697	0.574468085106383
92	0.4516129032258064	0.5483870967741936
93	0.4242424242424242	0.5757575757575758
94	0.42307692307692313	0.5769230769230769
95	0.3818181818181818	0.6181818181818182
98	0.3818181818181818	0.6181818181818182
99	0.42307692307692313	0.5769230769230769
