Amplicon	AY.41	BA.2.24
2	0.2857142857142857	0.7142857142857143
3	0.2857142857142857	0.7142857142857143
9	0.3076923076923077	0.6923076923076923
14	0.3043478260869565	0.6956521739130435
31	0.08823529411764719	0.9117647058823528
32	0.08823529411764719	0.9117647058823528
34	0.125	0.875
35	0.125	0.875
52	0.10526315789473684	0.8947368421052632
66	0.43999999999999995	0.56
73	0.13636363636363635	0.8636363636363636
74	0.13636363636363635	0.8636363636363636
78	0.0	1.0
79	0.0	1.0
80	0.12765957446808507	0.8723404255319149
81	0.16000000000000003	0.84
82	0.20408163265306123	0.7959183673469388
87	0.15384615384615385	0.8461538461538461
88	0.12727272727272732	0.8727272727272727
89	0.0	1.0
91	0.12	0.88
94	0.27450980392156865	0.7254901960784313
95	0.0	1.0
99	0.19999999999999996	0.8
