Amplicon	AY.41	BA.2.62
2	0.46153846153846156	0.5384615384615384
3	0.46153846153846156	0.5384615384615384
9	0.5	0.5
14	0.5	0.5
21	0.3793103448275862	0.6206896551724138
24	0.4705882352941176	0.5294117647058825
30	0.4705882352941176	0.5294117647058825
31	0.4516129032258065	0.5483870967741935
32	0.4516129032258065	0.5483870967741935
34	0.3913043478260869	0.6086956521739131
35	0.3913043478260869	0.6086956521739131
37	0.4285714285714285	0.5714285714285715
45	0.4117647058823529	0.5882352941176471
52	0.4375	0.5625
54	0.3636363636363636	0.6363636363636365
55	0.3636363636363636	0.6363636363636365
66	0.5714285714285715	0.4285714285714285
73	0.52	0.48
74	0.52	0.48
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.49056603773584906	0.5094339622641509
81	0.44897959183673475	0.5510204081632653
82	0.44897959183673475	0.5510204081632653
83	0.4929577464788732	0.5070422535211268
85	0.5072463768115942	0.49275362318840576
87	0.5142857142857142	0.48571428571428577
88	0.5769230769230769	0.42307692307692313
89	0.5172413793103449	0.48275862068965514
91	0.5507246376811594	0.4492753623188406
92	0.5185185185185185	0.4814814814814815
93	0.5185185185185185	0.4814814814814815
94	0.5185185185185186	0.4814814814814814
95	0.5	0.5
98	0.46875	0.53125
99	0.47619047619047616	0.5238095238095238
