Amplicon	AY.41	BA.2.62
2	0.1875	0.8125
3	0.1875	0.8125
9	0.21052631578947367	0.7894736842105263
31	0.17647058823529416	0.8235294117647058
32	0.17647058823529416	0.8235294117647058
34	0.07999999999999996	0.92
35	0.07999999999999996	0.92
52	0.1923076923076923	0.8076923076923077
66	0.24137931034482762	0.7586206896551724
73	0.16326530612244894	0.8367346938775511
74	0.16326530612244894	0.8367346938775511
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.2222222222222222	0.7777777777777778
81	0.2264150943396226	0.7735849056603774
82	0.2272727272727273	0.7727272727272727
87	0.14893617021276595	0.851063829787234
88	0.15217391304347827	0.8478260869565217
89	0.0	1.0
91	0.19148936170212771	0.8085106382978723
94	0.2272727272727273	0.7727272727272727
95	0.0	1.0
99	0.11363636363636365	0.8863636363636364
