barcode,positions,base_prop
,210,"[0.0, 0.0, 0.5, 0.5]"
,670,"[0.0, 0.0, 0.4482758620689655, 0.5517241379310345]"
,1684,"[0.0, 0.765625, 0.0, 0.234375]"
,2653,"[0.5084745762711864, 0.0169491525423728, 0.0, 0.4745762711864407]"
,2790,"[0.0, 0.4827586206896552, 0.0, 0.5172413793103449]"
,4181,"[0.0, 0.0454545454545454, 0.4318181818181818, 0.5227272727272727]"
,4184,"[0.4090909090909091, 0.0, 0.5909090909090909, 0.0]"
,4321,"[0.0, 0.5897435897435898, 0.0, 0.4102564102564102]"
,6402,"[0.0166666666666666, 0.5666666666666667, 0.0166666666666666, 0.4]"
,7124,"[0.0144927536231884, 0.4782608695652174, 0.0, 0.5072463768115942]"
,7936,"[0.0, 0.0, 0.453125, 0.546875]"
,8986,"[0.0181818181818181, 0.4727272727272727, 0.0, 0.509090909090909]"
,9053,"[0.0, 0.0, 0.4629629629629629, 0.5370370370370371]"
,9220,"[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]"
,9344,"[0.02, 0.58, 0.0, 0.4]"
,9424,"[0.5576923076923077, 0.0192307692307692, 0.4230769230769231, 0.0]"
,9534,"[0.0, 0.5882352941176471, 0.0, 0.4117647058823529]"
,9866,"[0.0, 0.5227272727272727, 0.0227272727272727, 0.4545454545454545]"
,10198,"[0.0222222222222222, 0.4888888888888889, 0.0222222222222222, 0.4666666666666667]"
,10447,"[0.4772727272727273, 0.0, 0.5227272727272727, 0.0]"
,10449,"[0.5, 0.4782608695652174, 0.0217391304347826, 0.0]"
,10875,"[0.5192307692307693, 0.0192307692307692, 0.4615384615384615, 0.0]"
,11201,"[0.5, 0.0227272727272727, 0.4772727272727273, 0.0]"
,11332,"[0.5652173913043478, 0.0217391304347826, 0.391304347826087, 0.0217391304347826]"
,11355,"[0.0, 0.5227272727272727, 0.0, 0.4772727272727273]"
,12880,"[0.0, 0.4489795918367347, 0.0, 0.5510204081632653]"
,13712,"[0.5964912280701754, 0.0, 0.4035087719298245, 0.0]"
,15451,"[0.34, 0.0, 0.66, 0.0]"
,15714,"[0.0, 0.45, 0.0, 0.55]"
,16466,"[0.0, 0.6140350877192983, 0.0701754385964912, 0.3157894736842105]"
,17236,"[0.5636363636363636, 0.0, 0.4363636363636363, 0.0]"
,17410,"[0.0, 0.4821428571428571, 0.0, 0.5178571428571429]"
,18163,"[0.4807692307692308, 0.0, 0.4807692307692308, 0.0384615384615384]"
,18395,"[0.0, 0.5686274509803921, 0.0, 0.4313725490196078]"
,19220,"[0.0, 0.5689655172413793, 0.0, 0.4310344827586206]"
,19955,"[0.0, 0.4285714285714285, 0.0, 0.5714285714285714]"
,20055,"[0.4754098360655737, 0.0, 0.5245901639344263, 0.0]"
,21575,"[0.0, 0.5147058823529411, 0.0294117647058823, 0.4558823529411764]"
,21618,"[0.0410958904109589, 0.0136986301369863, 0.4794520547945205, 0.4657534246575342]"
,22200,"[0.0, 0.0, 0.5147058823529411, 0.4852941176470588]"
,22205,"[0.0428571428571428, 0.0, 0.5, 0.4571428571428571]"
,22786,"[0.7804878048780488, 0.2195121951219512, 0.0, 0.0]"
,22792,"[0.0, 0.7857142857142857, 0.0, 0.2142857142857142]"
,22813,"[0.0227272727272727, 0.0, 0.6818181818181818, 0.2954545454545454]"
,22882,"[0.0196078431372549, 0.0, 0.3725490196078431, 0.6078431372549019]"
,22917,"[0.0377358490566037, 0.0188679245283018, 0.5471698113207547, 0.3962264150943396]"
,22992,"[0.4067796610169492, 0.0338983050847457, 0.559322033898305, 0.0]"
,23013,"[0.5833333333333334, 0.4, 0.0166666666666666, 0.0]"
,23040,"[0.6229508196721312, 0.0, 0.360655737704918, 0.0163934426229508]"
,23055,"[0.5666666666666667, 0.0, 0.4, 0.0333333333333333]"
,23063,"[0.5666666666666667, 0.0, 0.0166666666666666, 0.4166666666666667]"
,23075,"[0.0161290322580645, 0.4032258064516129, 0.0161290322580645, 0.5645161290322581]"
,23525,"[0.0, 0.515625, 0.046875, 0.4375]"
,23599,"[0.0163934426229508, 0.0, 0.4098360655737705, 0.5737704918032787]"
,23604,"[0.4603174603174603, 0.0317460317460317, 0.5079365079365079, 0.0]"
,23638,"[0.0, 0.5714285714285714, 0.0, 0.4285714285714285]"
,23854,"[0.4545454545454545, 0.5454545454545454, 0.0, 0.0]"
,23948,"[0.0, 0.0, 0.5303030303030303, 0.4696969696969697]"
,24410,"[0.5147058823529411, 0.0, 0.4705882352941176, 0.0147058823529411]"
,24424,"[0.5428571428571428, 0.0, 0.0142857142857142, 0.4428571428571428]"
,24469,"[0.360655737704918, 0.0, 0.0, 0.639344262295082]"
,25000,"[0.0434782608695652, 0.463768115942029, 0.0144927536231884, 0.4782608695652174]"
,25062,"[0.0133333333333333, 0.0133333333333333, 0.5333333333333333, 0.44]"
,25469,"[0.0153846153846153, 0.5384615384615384, 0.0, 0.4461538461538462]"
,25584,"[0.0, 0.4927536231884058, 0.0144927536231884, 0.4927536231884058]"
,26060,"[0.0135135135135135, 0.4864864864864865, 0.0135135135135135, 0.4864864864864865]"
,26270,"[0.0, 0.4931506849315068, 0.0136986301369863, 0.4931506849315068]"
,26577,"[0.0307692307692307, 0.5384615384615384, 0.4153846153846154, 0.0153846153846153]"
,26709,"[0.5857142857142857, 0.0, 0.4142857142857143, 0.0]"
,26767,"[0.0, 0.4782608695652174, 0.0, 0.5217391304347826]"
,26858,"[0.0144927536231884, 0.463768115942029, 0.0144927536231884, 0.5072463768115942]"
,27259,"[0.4848484848484848, 0.4848484848484848, 0.0151515151515151, 0.0151515151515151]"
,27382,"[0.0, 0.4852941176470588, 0.4705882352941176, 0.0441176470588235]"
,27383,"[0.463768115942029, 0.0434782608695652, 0.0, 0.4927536231884058]"
,27384,"[0.0, 0.5, 0.0142857142857142, 0.4857142857142857]"
,27638,"[0.0, 0.4264705882352941, 0.0294117647058823, 0.5441176470588235]"
,27752,"[0.0147058823529411, 0.5, 0.0, 0.4852941176470588]"
,27807,"[0.0144927536231884, 0.4927536231884058, 0.0289855072463768, 0.463768115942029]"
