barcode,positions,base_prop
,210,"[0.0, 0.0, 0.6164383561643836, 0.3835616438356164]"
,670,"[0.0142857142857142, 0.0, 0.5714285714285714, 0.4142857142857143]"
,2653,"[0.5066666666666667, 0.0, 0.0133333333333333, 0.48]"
,2790,"[0.0, 0.5138888888888888, 0.0, 0.4861111111111111]"
,4181,"[0.0153846153846153, 0.0, 0.4307692307692308, 0.5538461538461539]"
,4184,"[0.375, 0.0, 0.609375, 0.015625]"
,4321,"[0.0, 0.7592592592592593, 0.0, 0.2407407407407407]"
,6402,"[0.0135135135135135, 0.581081081081081, 0.0, 0.4054054054054054]"
,7124,"[0.0, 0.5384615384615384, 0.0, 0.4615384615384615]"
,7936,"[0.0123456790123456, 0.0, 0.5061728395061729, 0.4814814814814814]"
,8986,"[0.0133333333333333, 0.4933333333333333, 0.0, 0.4933333333333333]"
,9053,"[0.0481927710843373, 0.0120481927710843, 0.4216867469879518, 0.5180722891566265]"
,9220,"[0.5185185185185185, 0.0, 0.4814814814814814, 0.0]"
,9344,"[0.0259740259740259, 0.5324675324675324, 0.0129870129870129, 0.4285714285714285]"
,9424,"[0.5662650602409639, 0.0, 0.4337349397590361, 0.0]"
,9534,"[0.0, 0.55, 0.0, 0.45]"
,9866,"[0.0, 0.5384615384615384, 0.0, 0.4615384615384615]"
,10198,"[0.0133333333333333, 0.6, 0.0, 0.3866666666666666]"
,10447,"[0.3846153846153846, 0.0128205128205128, 0.6025641025641025, 0.0]"
,10449,"[0.325, 0.6375, 0.0375, 0.0]"
,10875,"[0.4268292682926829, 0.0609756097560975, 0.5, 0.0121951219512195]"
,11201,"[0.4459459459459459, 0.0, 0.5540540540540541, 0.0]"
,11332,"[0.4305555555555556, 0.0, 0.5555555555555556, 0.0138888888888888]"
,11355,"[0.0277777777777777, 0.625, 0.0, 0.3472222222222222]"
,12880,"[0.0, 0.5645161290322581, 0.0161290322580645, 0.4193548387096774]"
,13712,"[0.5333333333333333, 0.0166666666666666, 0.4333333333333333, 0.0166666666666666]"
,15451,"[0.4363636363636363, 0.0181818181818181, 0.5272727272727272, 0.0181818181818181]"
,15714,"[0.0212765957446808, 0.6170212765957447, 0.0, 0.3617021276595745]"
,16466,"[0.0, 0.4680851063829787, 0.0, 0.5319148936170213]"
,17236,"[0.4893617021276595, 0.0, 0.5106382978723404, 0.0]"
,17410,"[0.0, 0.5510204081632653, 0.0204081632653061, 0.4285714285714285]"
,18163,"[0.5098039215686274, 0.0, 0.4509803921568627, 0.0392156862745098]"
,18395,"[0.0, 0.5238095238095238, 0.0, 0.4761904761904761]"
,19220,"[0.0, 0.5531914893617021, 0.0, 0.4468085106382978]"
,19955,"[0.0192307692307692, 0.5769230769230769, 0.0, 0.4038461538461538]"
,20055,"[0.5818181818181818, 0.0, 0.4181818181818181, 0.0]"
,21575,"[0.0196078431372549, 0.4705882352941176, 0.0, 0.5098039215686274]"
,21618,"[0.05, 0.0, 0.5333333333333333, 0.4166666666666667]"
,22200,"[0.0166666666666666, 0.0166666666666666, 0.4, 0.5666666666666667]"
,22205,"[0.0163934426229508, 0.0, 0.4262295081967213, 0.5573770491803278]"
,22882,"[0.0, 0.0192307692307692, 0.2884615384615384, 0.6923076923076923]"
,22917,"[0.0175438596491228, 0.0175438596491228, 0.5964912280701754, 0.3684210526315789]"
,22992,"[0.4354838709677419, 0.0, 0.5645161290322581, 0.0]"
,23013,"[0.609375, 0.390625, 0.0, 0.0]"
,23040,"[0.6307692307692307, 0.0, 0.3692307692307692, 0.0]"
,23055,"[0.5909090909090909, 0.0, 0.3939393939393939, 0.0151515151515151]"
,23063,"[0.578125, 0.015625, 0.015625, 0.390625]"
,23075,"[0.0, 0.3846153846153846, 0.0153846153846153, 0.6]"
,23525,"[0.0140845070422535, 0.5633802816901409, 0.0140845070422535, 0.4084507042253521]"
,23599,"[0.0, 0.0, 0.4626865671641791, 0.5373134328358209]"
,23604,"[0.4444444444444444, 0.0277777777777777, 0.5, 0.0277777777777777]"
,23638,"[0.0, 0.5138888888888888, 0.0138888888888888, 0.4722222222222222]"
,23854,"[0.4411764705882353, 0.5588235294117647, 0.0, 0.0]"
,23948,"[0.0571428571428571, 0.0142857142857142, 0.5142857142857142, 0.4142857142857143]"
,24410,"[0.5324675324675324, 0.0, 0.4675324675324675, 0.0]"
,24424,"[0.5384615384615384, 0.0, 0.0128205128205128, 0.4487179487179487]"
,24469,"[0.4647887323943662, 0.0, 0.0, 0.5352112676056338]"
,25000,"[0.0125, 0.5375, 0.0, 0.45]"
,25062,"[0.0, 0.0, 0.4814814814814814, 0.5185185185185185]"
,25469,"[0.0138888888888888, 0.5, 0.0, 0.4861111111111111]"
,25584,"[0.0, 0.5569620253164557, 0.0, 0.4430379746835443]"
,26060,"[0.0, 0.5185185185185185, 0.0, 0.4814814814814814]"
,26270,"[0.0125, 0.525, 0.0125, 0.45]"
,26577,"[0.048780487804878, 0.524390243902439, 0.4146341463414634, 0.0121951219512195]"
,26709,"[0.475, 0.0125, 0.5125, 0.0]"
,26767,"[0.0, 0.5308641975308642, 0.0, 0.4691358024691358]"
,26858,"[0.0253164556962025, 0.5189873417721519, 0.0253164556962025, 0.430379746835443]"
,27259,"[0.525, 0.4375, 0.0375, 0.0]"
,27382,"[0.0129870129870129, 0.4415584415584415, 0.5324675324675324, 0.0129870129870129]"
,27383,"[0.55, 0.05, 0.0, 0.4]"
,27384,"[0.0, 0.4, 0.0, 0.6]"
,27638,"[0.0, 0.4933333333333333, 0.0, 0.5066666666666667]"
,27752,"[0.0144927536231884, 0.5362318840579711, 0.0144927536231884, 0.4347826086956521]"
,27807,"[0.0135135135135135, 0.5135135135135135, 0.0, 0.4729729729729729]"
,27874,"[0.0273972602739726, 0.4931506849315068, 0.0, 0.4794520547945205]"
,28311,"[0.0, 0.5352112676056338, 0.0140845070422535, 0.4507042253521127]"
,28461,"[0.4931506849315068, 0.0, 0.5068493150684932, 0.0]"
,28658,"[0.4794520547945205, 0.0, 0.5068493150684932, 0.0136986301369863]"
,28795,"[0.5857142857142857, 0.0, 0.4142857142857143, 0.0]"
,28881,"[0.4428571428571428, 0.0142857142857142, 0.0428571428571428, 0.5]"
,28882,"[0.4571428571428571, 0.0285714285714285, 0.5, 0.0142857142857142]"
,28883,"[0.0285714285714285, 0.4571428571428571, 0.5142857142857142, 0.0]"
