barcode,positions,base_prop
,210,"[0.0222222222222222, 0.0, 0.5666666666666667, 0.4111111111111111]"
,670,"[0.0, 0.0116279069767441, 0.5697674418604651, 0.4186046511627907]"
,2653,"[0.5903614457831325, 0.0, 0.0, 0.4096385542168674]"
,2790,"[0.0121951219512195, 0.4268292682926829, 0.0, 0.5609756097560976]"
,4181,"[0.0142857142857142, 0.0, 0.5857142857142857, 0.4]"
,4184,"[0.5352112676056338, 0.0140845070422535, 0.4225352112676056, 0.028169014084507]"
,4321,"[0.0, 0.532258064516129, 0.0, 0.4677419354838709]"
,6402,"[0.0, 0.6027397260273972, 0.0273972602739726, 0.3698630136986301]"
,7124,"[0.0, 0.5342465753424658, 0.0136986301369863, 0.4520547945205479]"
,7936,"[0.0142857142857142, 0.0, 0.4714285714285714, 0.5142857142857142]"
,8986,"[0.0597014925373134, 0.4328358208955223, 0.0298507462686567, 0.4776119402985074]"
,9053,"[0.0, 0.0, 0.391304347826087, 0.6086956521739131]"
,9220,"[0.5230769230769231, 0.0, 0.4769230769230769, 0.0]"
,9344,"[0.0, 0.6, 0.0153846153846153, 0.3846153846153846]"
,9424,"[0.59375, 0.015625, 0.390625, 0.0]"
,9534,"[0.0, 0.59375, 0.0, 0.40625]"
,9866,"[0.0192307692307692, 0.5961538461538461, 0.0192307692307692, 0.3653846153846153]"
,10198,"[0.0, 0.625, 0.0, 0.375]"
,10447,"[0.3214285714285714, 0.0, 0.6785714285714286, 0.0]"
,10449,"[0.3214285714285714, 0.6785714285714286, 0.0, 0.0]"
,10875,"[0.3571428571428571, 0.0, 0.625, 0.0178571428571428]"
,11201,"[0.3125, 0.0, 0.6875, 0.0]"
,11332,"[0.2962962962962963, 0.037037037037037, 0.6666666666666666, 0.0]"
,11355,"[0.0188679245283018, 0.6792452830188679, 0.0188679245283018, 0.2830188679245283]"
,12880,"[0.0, 0.7346938775510204, 0.0, 0.2653061224489796]"
,13712,"[0.3962264150943396, 0.0, 0.5849056603773585, 0.0188679245283018]"
,15451,"[0.5909090909090909, 0.0454545454545454, 0.3636363636363636, 0.0]"
,15714,"[0.0, 0.6461538461538462, 0.0, 0.3538461538461538]"
,16466,"[0.0166666666666666, 0.4, 0.0, 0.5833333333333334]"
,17236,"[0.4067796610169492, 0.0169491525423728, 0.576271186440678, 0.0]"
,17410,"[0.0350877192982456, 0.6491228070175439, 0.0, 0.3157894736842105]"
,18163,"[0.5932203389830508, 0.0, 0.4067796610169492, 0.0]"
,18395,"[0.0, 0.5, 0.0161290322580645, 0.4838709677419355]"
,19220,"[0.0188679245283018, 0.4150943396226415, 0.0, 0.5660377358490566]"
,19955,"[0.0, 0.5555555555555556, 0.0, 0.4444444444444444]"
,20055,"[0.65, 0.0, 0.3333333333333333, 0.0166666666666666]"
,21575,"[0.0298507462686567, 0.5223880597014925, 0.0149253731343283, 0.4328358208955223]"
,21618,"[0.0259740259740259, 0.0519480519480519, 0.4415584415584415, 0.4805194805194805]"
,22200,"[0.0, 0.0266666666666666, 0.4666666666666667, 0.5066666666666667]"
,22205,"[0.0526315789473684, 0.0, 0.4210526315789473, 0.5263157894736842]"
,22786,"[0.7647058823529411, 0.2352941176470588, 0.0, 0.0]"
,22792,"[0.0192307692307692, 0.6730769230769231, 0.0384615384615384, 0.2692307692307692]"
,22813,"[0.0188679245283018, 0.0188679245283018, 0.6792452830188679, 0.2830188679245283]"
,22882,"[0.0, 0.0169491525423728, 0.3559322033898305, 0.6271186440677966]"
,22917,"[0.0144927536231884, 0.0, 0.5507246376811594, 0.4347826086956521]"
,22992,"[0.4722222222222222, 0.0138888888888888, 0.5138888888888888, 0.0]"
,23013,"[0.547945205479452, 0.4383561643835616, 0.0136986301369863, 0.0]"
,23040,"[0.5942028985507246, 0.0289855072463768, 0.3623188405797101, 0.0144927536231884]"
,23055,"[0.527027027027027, 0.0, 0.4729729729729729, 0.0]"
,23063,"[0.5362318840579711, 0.0144927536231884, 0.0144927536231884, 0.4347826086956521]"
,23075,"[0.0, 0.4594594594594595, 0.0, 0.5405405405405406]"
,23525,"[0.0116279069767441, 0.4651162790697674, 0.0348837209302325, 0.4883720930232558]"
,23599,"[0.0238095238095238, 0.0119047619047619, 0.4880952380952381, 0.4761904761904761]"
,23604,"[0.5116279069767442, 0.0581395348837209, 0.4186046511627907, 0.0116279069767441]"
,23638,"[0.0114942528735632, 0.4827586206896552, 0.0114942528735632, 0.4942528735632184]"
,23854,"[0.4534883720930232, 0.5348837209302325, 0.0116279069767441, 0.0]"
,23948,"[0.0, 0.0, 0.4939759036144578, 0.5060240963855421]"
,24410,"[0.4886363636363636, 0.0, 0.5, 0.0113636363636363]"
,24424,"[0.5274725274725275, 0.0, 0.0, 0.4725274725274725]"
,24469,"[0.4761904761904761, 0.0, 0.0119047619047619, 0.5119047619047619]"
,25000,"[0.0113636363636363, 0.4772727272727273, 0.0113636363636363, 0.5]"
,25062,"[0.0, 0.0, 0.5168539325842697, 0.4831460674157303]"
,25469,"[0.0329670329670329, 0.5054945054945055, 0.0439560439560439, 0.4175824175824176]"
,25584,"[0.0111111111111111, 0.4888888888888889, 0.0111111111111111, 0.4888888888888889]"
,26060,"[0.0, 0.4827586206896552, 0.0114942528735632, 0.5057471264367817]"
,26270,"[0.0117647058823529, 0.4470588235294118, 0.0117647058823529, 0.5294117647058824]"
,26577,"[0.0240963855421686, 0.5421686746987951, 0.4096385542168674, 0.0240963855421686]"
,26709,"[0.4939759036144578, 0.0, 0.5060240963855421, 0.0]"
,26767,"[0.0, 0.4936708860759494, 0.0126582278481012, 0.4936708860759494]"
,26858,"[0.0123456790123456, 0.5185185185185185, 0.0, 0.4691358024691358]"
,27259,"[0.5131578947368421, 0.4736842105263157, 0.0, 0.0131578947368421]"
,27382,"[0.0, 0.4459459459459459, 0.527027027027027, 0.027027027027027]"
,27383,"[0.5512820512820513, 0.0384615384615384, 0.0, 0.4102564102564102]"
,27384,"[0.0, 0.4625, 0.0, 0.5375]"
,27638,"[0.0, 0.4729729729729729, 0.0, 0.527027027027027]"
,27752,"[0.0253164556962025, 0.5189873417721519, 0.0253164556962025, 0.430379746835443]"
,27807,"[0.0, 0.5657894736842105, 0.0, 0.4342105263157895]"
,27874,"[0.0533333333333333, 0.5733333333333334, 0.0133333333333333, 0.36]"
,28311,"[0.0389610389610389, 0.5454545454545454, 0.0, 0.4155844155844156]"
,28461,"[0.5131578947368421, 0.0263157894736842, 0.4605263157894737, 0.0]"
,28658,"[0.4810126582278481, 0.0126582278481012, 0.4936708860759494, 0.0126582278481012]"
,28795,"[0.5844155844155844, 0.0, 0.4155844155844156, 0.0]"
,28881,"[0.5443037974683544, 0.0, 0.0126582278481012, 0.4430379746835443]"
,28882,"[0.5185185185185185, 0.0246913580246913, 0.4320987654320987, 0.0246913580246913]"
,28883,"[0.0123456790123456, 0.5185185185185185, 0.4691358024691358, 0.0]"
,28916,"[0.0, 0.0, 0.525, 0.475]"
,29402,"[0.0125, 0.0125, 0.5125, 0.4625]"
,29510,"[0.4691358024691358, 0.5061728395061729, 0.0246913580246913, 0.0]"
