Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
48,0.0,0,0,0,0,0,0,0,0
49,0.0,0,0,0,0,0,0,0,0
50,1.0,0,1,0,0,0,1.0,0,0
210,82.0,0,0,43,39,0,0,0.524390243902439,0.47560975609756095
241,79.0,0,6,1,72,0,0.0759493670886076,0.012658227848101266,0.9113924050632911
670,84.0,1,0,41,42,0.011904761904761904,0,0.4880952380952381,0.5
1684,85.0,2,69,0,14,0.023529411764705882,0.8117647058823529,0,0.16470588235294117
2653,81.0,39,2,2,38,0.48148148148148145,0.024691358024691357,0.024691358024691357,0.4691358024691358
2790,79.0,3,44,2,30,0.0379746835443038,0.5569620253164557,0.02531645569620253,0.379746835443038
3037,69.0,0,0,1,68,0,0,0.014492753623188406,0.9855072463768116
4181,65.0,2,0,24,39,0.03076923076923077,0,0.36923076923076925,0.6
4184,65.0,21,0,44,0,0.3230769230769231,0,0.676923076923077,0
4321,58.0,0,45,1,12,0,0.7758620689655172,0.017241379310344827,0.20689655172413793
4383,41.0,0,0,40,0,0,0,0.975609756097561,0
4385,41.0,40,0,0,0,0.975609756097561,0,0,0
4386,44.0,41,0,0,3,0.9318181818181818,0,0,0.06818181818181818
4420,43.0,42,0,1,0,0.9767441860465116,0,0.023255813953488372,0
4485,43.0,43,0,0,0,1.0,0,0,0
4486,39.0,0,0,39,0,0,0,1.0,0
4529,41.0,1,2,2,36,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.8780487804878049
4539,40.0,40,0,0,0,1.0,0,0,0
4542,43.0,1,41,0,1,0.023255813953488372,0.9534883720930233,0,0.023255813953488372
4553,43.0,43,0,0,0,1.0,0,0,0
4560,43.0,0,39,1,3,0,0.9069767441860465,0.023255813953488372,0.06976744186046512
4563,42.0,1,39,0,2,0.023809523809523808,0.9285714285714286,0,0.047619047619047616
4593,41.0,40,1,0,0,0.975609756097561,0.024390243902439025,0,0
4636,41.0,39,1,0,1,0.9512195121951219,0.024390243902439025,0,0.024390243902439025
4638,43.0,41,0,0,2,0.9534883720930233,0,0,0.046511627906976744
4643,42.0,1,1,40,0,0.023809523809523808,0.023809523809523808,0.9523809523809523,0
4648,43.0,43,0,0,0,1.0,0,0,0
4655,49.0,0,38,2,3,0,0.7755102040816326,0.04081632653061224,0.061224489795918366
4684,70.0,1,1,4,48,0.014285714285714285,0.014285714285714285,0.05714285714285714,0.6857142857142857
6402,76.0,0,47,2,27,0,0.618421052631579,0.02631578947368421,0.35526315789473684
7124,76.0,0,44,0,32,0,0.5789473684210527,0,0.42105263157894735
7936,79.0,1,0,38,40,0.012658227848101266,0,0.4810126582278481,0.5063291139240507
8986,70.0,2,34,0,34,0.02857142857142857,0.4857142857142857,0,0.4857142857142857
9053,72.0,0,1,37,34,0,0.013888888888888888,0.5138888888888888,0.4722222222222222
9220,68.0,32,1,35,0,0.47058823529411764,0.014705882352941176,0.5147058823529411,0
9344,63.0,0,34,0,29,0,0.5396825396825397,0,0.4603174603174603
9424,63.0,32,0,31,0,0.5079365079365079,0,0.49206349206349204,0
9534,60.0,0,30,0,30,0,0.5,0,0.5
9866,50.0,0,26,0,24,0,0.52,0,0.48
10029,39.0,0,1,0,38,0,0.02564102564102564,0,0.9743589743589743
10198,45.0,0,24,2,19,0,0.5333333333333333,0.044444444444444446,0.4222222222222222
10447,48.0,20,0,28,0,0.4166666666666667,0,0.5833333333333334,0
10449,48.0,19,28,1,0,0.3958333333333333,0.5833333333333334,0.020833333333333332,0
10875,48.0,26,0,22,0,0.5416666666666666,0,0.4583333333333333,0
11201,49.0,25,0,24,0,0.5102040816326531,0,0.4897959183673469,0
11332,49.0,22,3,24,0,0.4489795918367347,0.061224489795918366,0.4897959183673469,0
11355,46.0,0,27,0,19,0,0.5869565217391305,0,0.41304347826086957
12880,45.0,0,24,0,21,0,0.5333333333333333,0,0.4666666666666667
13712,46.0,23,1,22,0,0.5,0.021739130434782608,0.4782608695652174,0
14408,48.0,0,2,0,46,0,0.041666666666666664,0,0.9583333333333334
15451,41.0,21,0,20,0,0.5121951219512195,0,0.4878048780487805,0
15714,41.0,2,19,1,19,0.04878048780487805,0.4634146341463415,0.024390243902439025,0.4634146341463415
16466,43.0,0,20,1,22,0,0.46511627906976744,0.023255813953488372,0.5116279069767442
17236,39.0,20,0,18,1,0.5128205128205128,0,0.46153846153846156,0.02564102564102564
17410,44.0,0,25,0,19,0,0.5681818181818182,0,0.4318181818181818
18163,43.0,23,0,19,1,0.5348837209302325,0,0.4418604651162791,0.023255813953488372
18395,50.0,1,22,2,25,0.02,0.44,0.04,0.5
19220,51.0,0,26,1,24,0,0.5098039215686274,0.0196078431372549,0.47058823529411764
19955,59.0,1,31,0,27,0.01694915254237288,0.5254237288135594,0,0.4576271186440678
20055,64.0,40,0,23,1,0.625,0,0.359375,0.015625
21575,79.0,1,40,0,38,0.012658227848101266,0.5063291139240507,0,0.4810126582278481
21618,84.0,5,3,34,42,0.05952380952380952,0.03571428571428571,0.40476190476190477,0.5
21633,44.0,0,0,1,43,0,0,0.022727272727272728,0.9772727272727273
21634,41.0,36,3,1,1,0.8780487804878049,0.07317073170731707,0.024390243902439025,0.024390243902439025
21640,43.0,0,0,0,43,0,0,0,1.0
21987,86.0,85,0,1,0,0.9883720930232558,0,0.011627906976744186,0
22200,85.0,0,0,44,41,0,0,0.5176470588235295,0.4823529411764706
22205,84.0,1,1,42,40,0.011904761904761904,0.011904761904761904,0.5,0.47619047619047616
22478,40.0,0,1,0,39,0,0.025,0,0.975
22485,43.0,0,0,0,43,0,0,0,1.0
22488,39.0,38,1,0,0,0.9743589743589743,0.02564102564102564,0,0
22493,41.0,1,0,40,0,0.024390243902439025,0,0.975609756097561,0
22498,41.0,1,40,0,0,0.024390243902439025,0.975609756097561,0,0
22499,42.0,0,0,0,42,0,0,0,1.0
22500,42.0,41,0,0,1,0.9761904761904762,0,0,0.023809523809523808
22501,43.0,0,0,1,42,0,0,0.023255813953488372,0.9767441860465116
22502,41.0,3,37,1,0,0.07317073170731707,0.9024390243902439,0.024390243902439025,0
22512,43.0,42,0,0,1,0.9767441860465116,0,0,0.023255813953488372
22514,41.0,0,0,0,41,0,0,0,1.0
22516,42.0,0,0,1,41,0,0,0.023809523809523808,0.9761904761904762
22528,43.0,43,0,0,0,1.0,0,0,0
22530,44.0,0,43,0,1,0,0.9772727272727273,0,0.022727272727272728
22532,43.0,1,0,41,1,0.023255813953488372,0,0.9534883720930233,0.023255813953488372
22540,44.0,0,1,0,43,0,0.022727272727272728,0,0.9772727272727273
22543,44.0,0,0,0,44,0,0,0,1.0
22552,44.0,0,0,0,44,0,0,0,1.0
22555,44.0,0,0,1,43,0,0,0.022727272727272728,0.9772727272727273
22557,41.0,0,0,0,41,0,0,0,1.0
22561,42.0,42,0,0,0,1.0,0,0,0
22566,43.0,1,0,0,42,0.023255813953488372,0,0,0.9767441860465116
22570,44.0,0,43,1,0,0,0.9772727272727273,0.022727272727272728,0
22588,43.0,0,0,1,42,0,0,0.023255813953488372,0.9767441860465116
22599,43.0,0,0,42,1,0,0,0.9767441860465116,0.023255813953488372
22605,44.0,0,42,2,0,0,0.9545454545454546,0.045454545454545456,0
22607,44.0,1,0,0,43,0.022727272727272728,0,0,0.9772727272727273
22614,44.0,43,1,0,0,0.9772727272727273,0.022727272727272728,0,0
22620,42.0,0,0,42,0,0,0,1.0,0
22622,42.0,42,0,0,0,1.0,0,0,0
22624,42.0,0,42,0,0,0,1.0,0,0
22625,43.0,43,0,0,0,1.0,0,0,0
22629,41.0,41,0,0,0,1.0,0,0,0
