barcode,positions,base_prop
,1684,"[0.0138888888888888, 0.75, 0.0, 0.2361111111111111]"
,4181,"[0.024390243902439, 0.0, 0.7560975609756098, 0.2195121951219512]"
,4184,"[0.717948717948718, 0.0, 0.282051282051282, 0.0]"
,4321,"[0.0, 0.2727272727272727, 0.0, 0.7272727272727273]"
,20055,"[0.2631578947368421, 0.0, 0.7368421052631579, 0.0]"
,22786,"[0.4090909090909091, 0.5909090909090909, 0.0, 0.0]"
,22792,"[0.0, 0.2916666666666667, 0.0, 0.7083333333333334]"
,22813,"[0.0344827586206896, 0.0, 0.2758620689655172, 0.6896551724137931]"
,22882,"[0.0, 0.0, 0.7727272727272727, 0.2272727272727272]"
,23040,"[0.2950819672131147, 0.0163934426229508, 0.6557377049180327, 0.0327868852459016]"
,27384,"[0.0163934426229508, 0.7540983606557377, 0.0, 0.2295081967213114]"
,28795,"[0.3454545454545454, 0.0, 0.6545454545454545, 0.0]"
