barcode,positions,base_prop
,210,"[0.0, 0.0, 0.524390243902439, 0.4756097560975609]"
,670,"[0.0119047619047619, 0.0, 0.4880952380952381, 0.5]"
,2653,"[0.4814814814814814, 0.0246913580246913, 0.0246913580246913, 0.4691358024691358]"
,2790,"[0.0379746835443038, 0.5569620253164557, 0.0253164556962025, 0.379746835443038]"
,4181,"[0.0307692307692307, 0.0, 0.3692307692307692, 0.6]"
,4184,"[0.3230769230769231, 0.0, 0.676923076923077, 0.0]"
,4321,"[0.0, 0.7758620689655172, 0.0172413793103448, 0.2068965517241379]"
,6402,"[0.0, 0.618421052631579, 0.0263157894736842, 0.3552631578947368]"
,7124,"[0.0, 0.5789473684210527, 0.0, 0.4210526315789473]"
,7936,"[0.0126582278481012, 0.0, 0.4810126582278481, 0.5063291139240507]"
,8986,"[0.0285714285714285, 0.4857142857142857, 0.0, 0.4857142857142857]"
,9053,"[0.0, 0.0138888888888888, 0.5138888888888888, 0.4722222222222222]"
,9220,"[0.4705882352941176, 0.0147058823529411, 0.5147058823529411, 0.0]"
,9344,"[0.0, 0.5396825396825397, 0.0, 0.4603174603174603]"
,9424,"[0.5079365079365079, 0.0, 0.492063492063492, 0.0]"
,9534,"[0.0, 0.5, 0.0, 0.5]"
,9866,"[0.0, 0.52, 0.0, 0.48]"
,10198,"[0.0, 0.5333333333333333, 0.0444444444444444, 0.4222222222222222]"
,10447,"[0.4166666666666667, 0.0, 0.5833333333333334, 0.0]"
,10449,"[0.3958333333333333, 0.5833333333333334, 0.0208333333333333, 0.0]"
,10875,"[0.5416666666666666, 0.0, 0.4583333333333333, 0.0]"
,11201,"[0.5102040816326531, 0.0, 0.4897959183673469, 0.0]"
,11332,"[0.4489795918367347, 0.0612244897959183, 0.4897959183673469, 0.0]"
,11355,"[0.0, 0.5869565217391305, 0.0, 0.4130434782608695]"
,12880,"[0.0, 0.5333333333333333, 0.0, 0.4666666666666667]"
,13712,"[0.5, 0.0217391304347826, 0.4782608695652174, 0.0]"
,15451,"[0.5121951219512195, 0.0, 0.4878048780487805, 0.0]"
,15714,"[0.048780487804878, 0.4634146341463415, 0.024390243902439, 0.4634146341463415]"
,16466,"[0.0, 0.4651162790697674, 0.0232558139534883, 0.5116279069767442]"
,17236,"[0.5128205128205128, 0.0, 0.4615384615384615, 0.0256410256410256]"
,17410,"[0.0, 0.5681818181818182, 0.0, 0.4318181818181818]"
,18163,"[0.5348837209302325, 0.0, 0.4418604651162791, 0.0232558139534883]"
,18395,"[0.02, 0.44, 0.04, 0.5]"
,19220,"[0.0, 0.5098039215686274, 0.0196078431372549, 0.4705882352941176]"
,19955,"[0.0169491525423728, 0.5254237288135594, 0.0, 0.4576271186440678]"
,20055,"[0.625, 0.0, 0.359375, 0.015625]"
,21575,"[0.0126582278481012, 0.5063291139240507, 0.0, 0.4810126582278481]"
,21618,"[0.0595238095238095, 0.0357142857142857, 0.4047619047619047, 0.5]"
,22200,"[0.0, 0.0, 0.5176470588235295, 0.4823529411764706]"
,22205,"[0.0119047619047619, 0.0119047619047619, 0.5, 0.4761904761904761]"
,22786,"[0.7884615384615384, 0.2115384615384615, 0.0, 0.0]"
,22792,"[0.0178571428571428, 0.7321428571428571, 0.0, 0.25]"
,22813,"[0.0677966101694915, 0.0169491525423728, 0.6440677966101694, 0.2711864406779661]"
,22882,"[0.0, 0.0, 0.380281690140845, 0.6197183098591549]"
,22917,"[0.0140845070422535, 0.0140845070422535, 0.5633802816901409, 0.4084507042253521]"
,22992,"[0.425, 0.0, 0.575, 0.0]"
,23013,"[0.5641025641025641, 0.4358974358974359, 0.0, 0.0]"
,23040,"[0.5875, 0.0125, 0.4, 0.0]"
,23055,"[0.575, 0.0, 0.425, 0.0]"
,23063,"[0.5625, 0.0, 0.0125, 0.425]"
,23075,"[0.024390243902439, 0.4390243902439024, 0.0, 0.5365853658536586]"
,23525,"[0.0219780219780219, 0.5054945054945055, 0.0, 0.4725274725274725]"
,23599,"[0.0113636363636363, 0.0454545454545454, 0.4431818181818182, 0.5]"
,23604,"[0.4891304347826087, 0.0217391304347826, 0.4565217391304347, 0.0326086956521739]"
,23638,"[0.010752688172043, 0.4623655913978494, 0.032258064516129, 0.4946236559139785]"
,23854,"[0.4347826086956521, 0.5652173913043478, 0.0, 0.0]"
,23948,"[0.010752688172043, 0.010752688172043, 0.5053763440860215, 0.4731182795698925]"
,24410,"[0.4444444444444444, 0.0333333333333333, 0.5, 0.0222222222222222]"
,24424,"[0.4893617021276595, 0.0, 0.0106382978723404, 0.5]"
,24469,"[0.4545454545454545, 0.0113636363636363, 0.0, 0.5340909090909091]"
,25000,"[0.0, 0.4946236559139785, 0.0, 0.5053763440860215]"
,25062,"[0.0, 0.0, 0.5483870967741935, 0.4516129032258064]"
,25469,"[0.0, 0.5617977528089888, 0.0224719101123595, 0.4157303370786517]"
,25584,"[0.010204081632653, 0.5204081632653061, 0.0, 0.4693877551020408]"
,26060,"[0.0, 0.5052631578947369, 0.0, 0.4947368421052631]"
,26270,"[0.0106382978723404, 0.5212765957446809, 0.0106382978723404, 0.4574468085106383]"
,26577,"[0.0219780219780219, 0.5054945054945055, 0.4725274725274725, 0.0]"
,26709,"[0.5161290322580645, 0.0, 0.4838709677419355, 0.0]"
,26767,"[0.0, 0.4731182795698925, 0.0, 0.5268817204301075]"
,26858,"[0.0114942528735632, 0.4712643678160919, 0.0229885057471264, 0.4942528735632184]"
,27259,"[0.4943820224719101, 0.4719101123595505, 0.0337078651685393, 0.0]"
,27382,"[0.0116279069767441, 0.4302325581395348, 0.5116279069767442, 0.0465116279069767]"
,27383,"[0.5227272727272727, 0.0227272727272727, 0.0, 0.4545454545454545]"
,27384,"[0.0, 0.4044943820224719, 0.0337078651685393, 0.5617977528089888]"
,27638,"[0.0, 0.4942528735632184, 0.0, 0.5057471264367817]"
,27752,"[0.0112359550561797, 0.5168539325842697, 0.0112359550561797, 0.4606741573033708]"
,27807,"[0.0, 0.5465116279069767, 0.0116279069767441, 0.4418604651162791]"
,27874,"[0.0930232558139534, 0.4534883720930232, 0.0, 0.4534883720930232]"
,28311,"[0.0365853658536585, 0.524390243902439, 0.0, 0.4390243902439024]"
,28461,"[0.5125, 0.0125, 0.475, 0.0]"
,28658,"[0.4634146341463415, 0.0121951219512195, 0.524390243902439, 0.0]"
,28795,"[0.5844155844155844, 0.0, 0.4155844155844156, 0.0]"
,28881,"[0.5, 0.0125, 0.05, 0.4375]"
,28882,"[0.4698795180722891, 0.0602409638554216, 0.4337349397590361, 0.036144578313253]"
,28883,"[0.0240963855421686, 0.4578313253012048, 0.5060240963855421, 0.0120481927710843]"
,28916,"[0.0352941176470588, 0.0, 0.5058823529411764, 0.4588235294117647]"
,29402,"[0.0126582278481012, 0.0379746835443038, 0.4810126582278481, 0.4683544303797468]"
,29510,"[0.4074074074074074, 0.5555555555555556, 0.037037037037037, 0.0]"
