barcode,positions,base_prop
,4321,"[0.0, 0.3103448275862069, 0.0, 0.6896551724137931]"
,20055,"[0.2941176470588235, 0.0147058823529411, 0.6764705882352942, 0.0147058823529411]"
,22786,"[0.3333333333333333, 0.6666666666666666, 0.0, 0.0]"
,22792,"[0.0, 0.2903225806451613, 0.0, 0.7096774193548387]"
,22813,"[0.0, 0.027027027027027, 0.2432432432432432, 0.7297297297297297]"
,22882,"[0.0, 0.0, 0.7959183673469388, 0.2040816326530612]"
,23040,"[0.2698412698412698, 0.0158730158730158, 0.6984126984126984, 0.0158730158730158]"
,24469,"[0.7837837837837838, 0.0, 0.0, 0.2162162162162162]"
,27384,"[0.0, 0.726027397260274, 0.0136986301369863, 0.2602739726027397]"
,28795,"[0.2638888888888889, 0.0, 0.7361111111111112, 0.0]"
