barcode,positions,base_prop
,210,"[0.0, 0.0, 0.7183098591549296, 0.2816901408450704]"
,670,"[0.0, 0.0, 0.6619718309859155, 0.3380281690140845]"
,2653,"[0.640625, 0.0, 0.0, 0.359375]"
,2790,"[0.0, 0.3770491803278688, 0.0, 0.6229508196721312]"
,4181,"[0.0, 0.0, 0.6226415094339622, 0.3773584905660377]"
,4184,"[0.5740740740740741, 0.0185185185185185, 0.4074074074074074, 0.0]"
,4321,"[0.0, 0.5714285714285714, 0.0, 0.4285714285714285]"
,6402,"[0.0, 0.7, 0.0857142857142857, 0.2142857142857142]"
,7124,"[0.0, 0.7575757575757576, 0.0, 0.2424242424242424]"
,7936,"[0.0149253731343283, 0.0, 0.7313432835820896, 0.2537313432835821]"
,8986,"[0.0, 0.7457627118644068, 0.0, 0.2542372881355932]"
,9053,"[0.0, 0.0, 0.7368421052631579, 0.2631578947368421]"
,9220,"[0.2280701754385964, 0.0, 0.7719298245614035, 0.0]"
,9344,"[0.0363636363636363, 0.3090909090909091, 0.0, 0.6545454545454545]"
,9424,"[0.2545454545454545, 0.0, 0.7454545454545455, 0.0]"
,9534,"[0.0178571428571428, 0.25, 0.0, 0.7321428571428571]"
,9866,"[0.0212765957446808, 0.2765957446808511, 0.0, 0.7021276595744681]"
,10198,"[0.0, 0.2325581395348837, 0.0, 0.7674418604651163]"
,10447,"[0.7209302325581395, 0.0, 0.2790697674418604, 0.0]"
,10449,"[0.7555555555555555, 0.2222222222222222, 0.0222222222222222, 0.0]"
,11201,"[0.7857142857142857, 0.0, 0.2142857142857142, 0.0]"
,11355,"[0.0, 0.225, 0.0, 0.775]"
,12880,"[0.0, 0.2244897959183673, 0.0408163265306122, 0.7346938775510204]"
,15714,"[0.0, 0.2142857142857142, 0.0, 0.7857142857142857]"
,20055,"[0.2470588235294117, 0.0, 0.7411764705882353, 0.0117647058823529]"
,21618,"[0.0097087378640776, 0.0097087378640776, 0.203883495145631, 0.7766990291262136]"
,22786,"[0.4318181818181818, 0.5454545454545454, 0.0227272727272727, 0.0]"
,22792,"[0.0, 0.3829787234042553, 0.0, 0.6170212765957447]"
,22813,"[0.0192307692307692, 0.0, 0.3461538461538461, 0.6346153846153846]"
,22882,"[0.0142857142857142, 0.0285714285714285, 0.6857142857142857, 0.2714285714285714]"
,22917,"[0.0, 0.0, 0.2375, 0.7625]"
,23013,"[0.2413793103448276, 0.7586206896551724, 0.0, 0.0]"
,23040,"[0.3448275862068966, 0.0229885057471264, 0.6206896551724138, 0.0114942528735632]"
,23055,"[0.2758620689655172, 0.0114942528735632, 0.7126436781609196, 0.0]"
,23063,"[0.2441860465116279, 0.0116279069767441, 0.0116279069767441, 0.7325581395348837]"
,23075,"[0.0112359550561797, 0.7528089887640449, 0.0, 0.2359550561797752]"
,23525,"[0.0219780219780219, 0.2087912087912088, 0.0329670329670329, 0.7362637362637363]"
,23599,"[0.0114942528735632, 0.0, 0.7701149425287356, 0.2183908045977011]"
,23638,"[0.0, 0.202127659574468, 0.0106382978723404, 0.7872340425531915]"
,23854,"[0.7934782608695652, 0.2065217391304347, 0.0, 0.0]"
,23948,"[0.0, 0.0108695652173913, 0.2065217391304347, 0.782608695652174]"
,24424,"[0.2222222222222222, 0.0, 0.0, 0.7777777777777778]"
,24469,"[0.7142857142857143, 0.0109890109890109, 0.0109890109890109, 0.2637362637362637]"
,25000,"[0.0, 0.2083333333333333, 0.0, 0.7916666666666666]"
,25584,"[0.0210526315789473, 0.2631578947368421, 0.0, 0.7157894736842105]"
,26060,"[0.0111111111111111, 0.2222222222222222, 0.0222222222222222, 0.7444444444444445]"
,26270,"[0.0, 0.2235294117647059, 0.0, 0.7764705882352941]"
,27382,"[0.0135135135135135, 0.6891891891891891, 0.2432432432432432, 0.054054054054054]"
,27383,"[0.2375, 0.15, 0.0, 0.6125]"
,27384,"[0.0, 0.632183908045977, 0.0, 0.367816091954023]"
,27807,"[0.0119047619047619, 0.2023809523809523, 0.0, 0.7857142857142857]"
,28311,"[0.0, 0.2771084337349397, 0.0, 0.7228915662650602]"
,28658,"[0.2125, 0.0, 0.775, 0.0125]"
,28795,"[0.2727272727272727, 0.0, 0.7272727272727273, 0.0]"
,29510,"[0.2058823529411764, 0.7352941176470589, 0.0, 0.0588235294117647]"
