barcode,positions,base_prop
,210,"[0.0, 0.0133333333333333, 0.7466666666666667, 0.24]"
,670,"[0.0136986301369863, 0.0, 0.6986301369863014, 0.2876712328767123]"
,1684,"[0.0, 0.7761194029850746, 0.0, 0.2238805970149253]"
,2790,"[0.0, 0.2131147540983606, 0.0, 0.7868852459016393]"
,4181,"[0.0, 0.0, 0.717391304347826, 0.2826086956521739]"
,4184,"[0.6739130434782609, 0.0, 0.3043478260869565, 0.0217391304347826]"
,4321,"[0.0, 0.4117647058823529, 0.0, 0.5882352941176471]"
,9053,"[0.0259740259740259, 0.0, 0.7662337662337663, 0.2077922077922078]"
,9344,"[0.0298507462686567, 0.2238805970149253, 0.0149253731343283, 0.7313432835820896]"
,9424,"[0.2285714285714285, 0.0142857142857142, 0.7285714285714285, 0.0285714285714285]"
,9534,"[0.0, 0.2307692307692307, 0.0, 0.7692307692307693]"
,9866,"[0.0, 0.2307692307692307, 0.0192307692307692, 0.75]"
,10198,"[0.0, 0.2181818181818181, 0.0181818181818181, 0.7636363636363637]"
,10447,"[0.7169811320754716, 0.0188679245283018, 0.2452830188679245, 0.0188679245283018]"
,10449,"[0.6909090909090909, 0.2545454545454545, 0.0545454545454545, 0.0]"
,10875,"[0.7931034482758621, 0.0, 0.2068965517241379, 0.0]"
,11201,"[0.7377049180327869, 0.0163934426229508, 0.2459016393442623, 0.0]"
,11332,"[0.6724137931034483, 0.0517241379310344, 0.2758620689655172, 0.0]"
,11355,"[0.0363636363636363, 0.3090909090909091, 0.0, 0.6545454545454545]"
,12880,"[0.0, 0.2678571428571428, 0.0, 0.7321428571428571]"
,13712,"[0.7586206896551724, 0.0, 0.2413793103448276, 0.0]"
,16466,"[0.0, 0.7547169811320755, 0.0377358490566037, 0.2075471698113207]"
,17410,"[0.0, 0.2352941176470588, 0.0392156862745098, 0.7254901960784313]"
,18163,"[0.24, 0.0, 0.76, 0.0]"
,20055,"[0.2878787878787879, 0.0, 0.7121212121212122, 0.0]"
,21575,"[0.0, 0.7777777777777778, 0.0, 0.2222222222222222]"
,22786,"[0.5, 0.5, 0.0, 0.0]"
,22792,"[0.0, 0.48, 0.0, 0.52]"
,22813,"[0.0, 0.0, 0.4333333333333333, 0.5666666666666667]"
,22882,"[0.04, 0.0, 0.72, 0.24]"
,23040,"[0.3382352941176471, 0.0147058823529411, 0.6323529411764706, 0.0147058823529411]"
,23055,"[0.2028985507246377, 0.0, 0.782608695652174, 0.0144927536231884]"
,23075,"[0.0, 0.7794117647058824, 0.0, 0.2205882352941176]"
,24424,"[0.2045454545454545, 0.0, 0.0, 0.7954545454545454]"
,24469,"[0.759493670886076, 0.0, 0.0, 0.240506329113924]"
,25584,"[0.0120481927710843, 0.2409638554216867, 0.0, 0.7469879518072289]"
,26060,"[0.0, 0.2195121951219512, 0.0, 0.7804878048780488]"
,26577,"[0.0394736842105263, 0.2236842105263158, 0.7368421052631579, 0.0]"
,27259,"[0.2375, 0.75, 0.0125, 0.0]"
,27382,"[0.0140845070422535, 0.7323943661971831, 0.2253521126760563, 0.028169014084507]"
,27383,"[0.25, 0.0657894736842105, 0.0, 0.6842105263157895]"
,27384,"[0.0119047619047619, 0.6428571428571429, 0.0, 0.3452380952380952]"
,27807,"[0.0, 0.2098765432098765, 0.0123456790123456, 0.7777777777777778]"
,28311,"[0.0114942528735632, 0.2298850574712643, 0.0229885057471264, 0.735632183908046]"
,28795,"[0.2592592592592592, 0.0, 0.7407407407407407, 0.0]"
,28883,"[0.0253164556962025, 0.7341772151898734, 0.2278481012658227, 0.0126582278481012]"
