barcode,positions,base_prop
,670,"[0.0138888888888888, 0.0, 0.7222222222222222, 0.2638888888888889]"
,1684,"[0.0, 0.7792207792207793, 0.0129870129870129, 0.2077922077922078]"
,2790,"[0.0, 0.2352941176470588, 0.0, 0.7647058823529411]"
,4181,"[0.0, 0.0, 0.7380952380952381, 0.2619047619047619]"
,4184,"[0.6904761904761905, 0.0, 0.3095238095238095, 0.0]"
,4321,"[0.0, 0.4838709677419355, 0.0, 0.5161290322580645]"
,7124,"[0.0, 0.7674418604651163, 0.0, 0.2325581395348837]"
,7936,"[0.0, 0.0, 0.7912087912087912, 0.2087912087912088]"
,8986,"[0.0, 0.7974683544303798, 0.0, 0.2025316455696202]"
,9053,"[0.0, 0.0, 0.7875, 0.2125]"
,9220,"[0.2195121951219512, 0.0121951219512195, 0.7682926829268293, 0.0]"
,9344,"[0.0256410256410256, 0.2564102564102564, 0.0128205128205128, 0.7051282051282052]"
,9424,"[0.2435897435897435, 0.0, 0.7564102564102564, 0.0]"
,9534,"[0.0, 0.2368421052631578, 0.0, 0.7631578947368421]"
,9866,"[0.0285714285714285, 0.2571428571428571, 0.0, 0.7142857142857143]"
,10198,"[0.0, 0.288135593220339, 0.0, 0.711864406779661]"
,10447,"[0.6610169491525424, 0.0, 0.3389830508474576, 0.0]"
,10449,"[0.6721311475409836, 0.3114754098360656, 0.0163934426229508, 0.0]"
,10875,"[0.6885245901639344, 0.0, 0.3114754098360656, 0.0]"
,11201,"[0.7017543859649122, 0.0, 0.2982456140350877, 0.0]"
,11332,"[0.6545454545454545, 0.0, 0.3272727272727272, 0.0181818181818181]"
,11355,"[0.0208333333333333, 0.4166666666666667, 0.0, 0.5625]"
,12880,"[0.0, 0.3265306122448979, 0.0204081632653061, 0.6530612244897959]"
,13712,"[0.7758620689655172, 0.0, 0.2241379310344827, 0.0]"
,15451,"[0.2372881355932203, 0.0169491525423728, 0.7457627118644068, 0.0]"
,15714,"[0.0, 0.25, 0.0, 0.75]"
,16466,"[0.0181818181818181, 0.7272727272727273, 0.0363636363636363, 0.2181818181818181]"
,17236,"[0.7755102040816326, 0.0, 0.2040816326530612, 0.0204081632653061]"
,17410,"[0.0, 0.2727272727272727, 0.0, 0.7272727272727273]"
,18163,"[0.293103448275862, 0.0, 0.7068965517241379, 0.0]"
,18395,"[0.0, 0.7592592592592593, 0.0, 0.2407407407407407]"
,19220,"[0.0185185185185185, 0.6851851851851852, 0.0, 0.2962962962962963]"
,19955,"[0.0175438596491228, 0.3333333333333333, 0.0, 0.6491228070175439]"
,20055,"[0.3620689655172414, 0.0, 0.6379310344827587, 0.0]"
,21575,"[0.0, 0.75, 0.0, 0.25]"
,21618,"[0.0289855072463768, 0.0289855072463768, 0.2028985507246377, 0.7391304347826086]"
,22200,"[0.0, 0.0, 0.7164179104477612, 0.2835820895522388]"
,22205,"[0.0144927536231884, 0.0, 0.7101449275362319, 0.2753623188405797]"
,22786,"[0.5925925925925926, 0.4074074074074074, 0.0, 0.0]"
,22792,"[0.0, 0.6296296296296297, 0.0, 0.3703703703703703]"
,22813,"[0.0303030303030303, 0.0, 0.4848484848484848, 0.4848484848484848]"
,22882,"[0.0, 0.0, 0.6341463414634146, 0.3658536585365853]"
,22917,"[0.0, 0.0196078431372549, 0.2549019607843137, 0.7254901960784313]"
,22992,"[0.7321428571428571, 0.0, 0.2678571428571428, 0.0]"
,23013,"[0.2807017543859649, 0.7017543859649122, 0.0, 0.0175438596491228]"
,23040,"[0.3636363636363636, 0.0, 0.6181818181818182, 0.0181818181818181]"
,23055,"[0.2711864406779661, 0.0169491525423728, 0.711864406779661, 0.0]"
,23063,"[0.2833333333333333, 0.0166666666666666, 0.0, 0.7]"
,23075,"[0.0, 0.7, 0.0166666666666666, 0.2833333333333333]"
,23525,"[0.0151515151515151, 0.303030303030303, 0.0, 0.6818181818181818]"
,23599,"[0.0, 0.0, 0.640625, 0.359375]"
,23604,"[0.6716417910447762, 0.0, 0.3134328358208955, 0.0149253731343283]"
,23638,"[0.0151515151515151, 0.2727272727272727, 0.0, 0.7121212121212122]"
,23854,"[0.6818181818181818, 0.3181818181818182, 0.0, 0.0]"
,23948,"[0.0147058823529411, 0.0, 0.2794117647058823, 0.7058823529411765]"
,24410,"[0.2388059701492537, 0.0, 0.7611940298507462, 0.0]"
,24424,"[0.3066666666666666, 0.0, 0.04, 0.6533333333333333]"
,24469,"[0.6515151515151515, 0.0, 0.0151515151515151, 0.3333333333333333]"
,25000,"[0.0131578947368421, 0.25, 0.0, 0.7368421052631579]"
,25469,"[0.0129870129870129, 0.7272727272727273, 0.0129870129870129, 0.2467532467532467]"
,25584,"[0.0, 0.2763157894736842, 0.0, 0.7236842105263158]"
,26060,"[0.0, 0.2533333333333333, 0.0, 0.7466666666666667]"
,26270,"[0.0, 0.3333333333333333, 0.0, 0.6666666666666666]"
,26577,"[0.0256410256410256, 0.2948717948717949, 0.6666666666666666, 0.0128205128205128]"
