Position,Total_reads,A_reads,C_reads,G_reads,T_reads,A_proportion,C_proportion,G_proportion,T_proportion
21,5559.0,4,1566,2,3987,0.0007195538765965102,0.2817053426875337,0.0003597769382982551,0.7172153264975715
210,2253.0,0,1,1735,517,0,0.0004438526409232135,0.7700843320017754,0.22947181535730138
241,2372.0,1,0,2,2369,0.00042158516020236085,0,0.0008431703204047217,0.9987352445193929
300,2976.0,4,2969,1,2,0.0013440860215053765,0.9976478494623656,0.0003360215053763441,0.0006720430107526882
346,3460.0,3,3455,0,2,0.0008670520231213873,0.9985549132947977,0,0.0005780346820809249
652,2911.0,675,3,2232,1,0.23187907935417382,0.0010305736860185502,0.7667468223978015,0.00034352456200618345
1314,1921.0,4,1916,1,0,0.002082248828735034,0.9973971889640812,0.0005205622071837585,0
1439,2123.0,1,0,2121,1,0.0004710315591144607,0,0.999057936881771,0.0004710315591144607
1639,1763.0,1757,2,2,2,0.996596710153148,0.0011344299489506524,0.0011344299489506524,0.0011344299489506524
1674,1826.0,1812,0,11,3,0.9923329682365827,0,0.006024096385542169,0.0016429353778751369
1676,1813.0,12,0,1793,8,0.006618863761720904,0,0.9889685603971319,0.00441257584114727
1797,1722.0,4,0,2,1716,0.0023228803716608595,0,0.0011614401858304297,0.9965156794425087
1959,3389.0,6,2454,0,929,0.0017704337562702863,0.7241074063145471,0,0.27412215992918265
2185,4168.0,0,0,4165,3,0,0,0.9992802303262955,0.0007197696737044146
2470,1241.0,2,1238,0,0,0.0016116035455278,0.9975825946817083,0,0
2832,2060.0,397,0,1662,1,0.19271844660194173,0,0.8067961165048544,0.0004854368932038835
2962,2054.0,0,0,2049,5,0,0,0.9975657254138267,0.0024342745861733205
3037,2799.0,1,4,2,2792,0.0003572704537334762,0.0014290818149339049,0.0007145409074669524,0.9974991068238657
3403,3956.0,1,0,3946,8,0.0002527805864509606,0,0.9974721941354904,0.0020222446916076846
4181,3649.0,0,2,2551,1096,0,0.0005480953685941354,0.6990956426418197,0.3003562619895862
4444,1825.0,0,0,1825,0,0,0,1.0,0
4976,1496.0,0,264,2,1230,0,0.17647058823529413,0.001336898395721925,0.8221925133689839
5055,1632.0,3,1434,6,189,0.001838235294117647,0.8786764705882353,0.003676470588235294,0.11580882352941177
5100,1492.0,0,1492,0,0,0,1.0,0,0
5269,1614.0,1227,9,373,5,0.7602230483271375,0.0055762081784386614,0.23110285006195788,0.0030978934324659233
5386,2145.0,1,0,1557,587,0.0004662004662004662,0,0.7258741258741259,0.27365967365967364
5515,2354.0,0,0,587,1767,0,0,0.24936278674596432,0.7506372132540357
6402,2838.0,1,1903,0,934,0.00035236081747709656,0.6705426356589147,0,0.32910500352360816
6541,719.0,0,714,0,5,0,0.9930458970792768,0,0.006954102920723227
6542,588.0,495,71,7,15,0.8418367346938775,0.12074829931972789,0.011904761904761904,0.025510204081632654
6694,463.0,0,0,458,5,0,0,0.9892008639308856,0.01079913606911447
7124,2457.0,5,1948,3,501,0.002035002035002035,0.7928367928367929,0.001221001221001221,0.2039072039072039
8393,1308.0,1024,1,280,3,0.7828746177370031,0.0007645259938837921,0.21406727828746178,0.0022935779816513763
8495,1309.0,0,0,0,1309,0,0,0,1.0
8645,1268.0,3,1264,1,0,0.002365930599369085,0.9968454258675079,0.0007886435331230284,0
8695,1172.0,287,1,876,8,0.24488054607508533,0.0008532423208191126,0.7474402730375427,0.006825938566552901
8744,1030.0,0,0,4,1026,0,0,0.003883495145631068,0.996116504854369
8829,957.0,1,955,1,0,0.0010449320794148381,0.9979101358411703,0.0010449320794148381,0
8986,1430.0,2,1073,1,354,0.0013986013986013986,0.7503496503496504,0.0006993006993006993,0.24755244755244754
9053,1708.0,0,0,1260,448,0,0,0.7377049180327869,0.26229508196721313
9163,1993.0,1,1992,0,0,0.0005017561465127947,0.9994982438534872,0,0
9246,1476.0,3,1067,2,404,0.0020325203252032522,0.7228997289972899,0.0013550135501355014,0.27371273712737126
9778,1334.0,3,1330,1,0,0.0022488755622188904,0.9970014992503748,0.0007496251874062968,0
9803,1312.0,2,1309,1,0,0.001524390243902439,0.9977134146341463,0.0007621951219512195,0
10029,1417.0,0,1,1,1415,0,0.0007057163020465773,0.0007057163020465773,0.9985885673959068
10378,2307.0,2305,1,0,1,0.99913307325531,0.00043346337234503684,0,0.00043346337234503684
10449,2773.0,2094,677,1,1,0.7551388388027407,0.2441399206635413,0.0003606202668589975,0.0003606202668589975
10977,1672.0,5,1666,0,1,0.0029904306220095694,0.9964114832535885,0,0.0005980861244019139
11064,1576.0,0,0,1572,4,0,0,0.9974619289340102,0.0025380710659898475
11083,1610.0,1,0,1603,6,0.0006211180124223603,0,0.9956521739130435,0.0037267080745341614
11201,2473.0,1799,4,666,4,0.727456530529721,0.0016174686615446825,0.26930853214718964,0.0016174686615446825
11332,3541.0,2612,4,925,0,0.7376447331262356,0.0011296243998870376,0.2612256424738774,0
11537,1280.0,299,4,977,0,0.23359375,0.003125,0.76328125,0
11572,1455.0,2,1453,0,0,0.0013745704467353953,0.9986254295532646,0,0
11785,2181.0,1,2180,0,0,0.0004585052728106373,0.9995414947271893,0,0
12160,5273.0,1400,2,3870,1,0.26550350843921866,0.00037929072634174094,0.7339275554712688,0.00018964536317087047
12663,4283.0,7,4273,0,2,0.001634368433341116,0.9976651879523698,0,0.00046696240952603317
12793,2288.0,3,1,2281,3,0.0013111888111888112,0.00043706293706293706,0.9969405594405595,0.0013111888111888112
12842,2540.0,13,63,21,2443,0.005118110236220472,0.024803149606299212,0.00826771653543307,0.9618110236220473
13195,1721.0,2,1317,0,402,0.0011621150493898896,0.7652527600232423,0,0.2335851249273678
13428,2018.0,2015,0,0,3,0.9985133795837463,0,0,0.0014866204162537165
13901,2220.0,2212,0,0,8,0.9963963963963964,0,0,0.0036036036036036037
14184,2418.0,11,2402,1,4,0.004549214226633582,0.9933829611248967,0.00041356492969396195,0.0016542597187758478
14408,1438.0,3,0,2,1433,0.002086230876216968,0,0.0013908205841446453,0.9965229485396384
14637,1074.0,1,2,0,1071,0.000931098696461825,0.00186219739292365,0,0.9972067039106145
14925,1940.0,3,1934,1,2,0.0015463917525773195,0.9969072164948454,0.0005154639175257732,0.0010309278350515464
14940,1890.0,1885,4,0,1,0.9973544973544973,0.0021164021164021165,0,0.0005291005291005291
15222,1667.0,3,1664,0,0,0.001799640071985603,0.9982003599280144,0,0
15240,1661.0,1,369,2,1289,0.0006020469596628537,0.22215532811559302,0.0012040939193257074,0.7760385310054184
15273,1741.0,2,371,1,1367,0.0011487650775416428,0.21309592188397472,0.0005743825387708214,0.7851809304997128
15451,1762.0,446,1,1312,3,0.25312145289443816,0.0005675368898978433,0.7446083995459705,0.00170261066969353
15465,1837.0,0,17,3,1817,0,0.009254218835057159,0.001633097441480675,0.9891126837234622
16193,1063.0,2,795,3,263,0.0018814675446848542,0.7478833490122295,0.0028222013170272815,0.24741298212605833
16430,1730.0,11,7,9,1703,0.006358381502890174,0.004046242774566474,0.005202312138728324,0.9843930635838151
16466,1674.0,3,1250,0,421,0.0017921146953405018,0.7467144563918757,0,0.25149342891278376
17011,2238.0,1,0,4,2233,0.00044682752457551384,0,0.0017873100983020554,0.9977658623771224
17236,4833.0,3525,1,1302,5,0.7293606455617628,0.0002069108214359611,0.26939788950962135,0.0010345541071798054
17676,2067.0,3,1517,0,547,0.001451378809869376,0.733913884857281,0,0.26463473633284956
18163,1665.0,341,0,1323,1,0.2048048048048048,0,0.7945945945945946,0.0006006006006006006
18744,2343.0,7,2336,0,0,0.002987622705932565,0.9970123772940674,0,0
19006,1278.0,0,0,1274,4,0,0,0.9968701095461658,0.003129890453834116
19220,875.0,0,657,2,216,0,0.7508571428571429,0.002285714285714286,0.24685714285714286
19404,1839.0,2,1,12,1824,0.001087547580206634,0.000543773790103317,0.0065252854812398045,0.9918433931484503
19962,4136.0,2,0,3213,921,0.00048355899419729207,0,0.7768375241779497,0.22267891682785299
20436,1206.0,3,902,0,301,0.0024875621890547263,0.7479270315091211,0,0.24958540630182421
20739,1126.0,1,0,2,1123,0.0008880994671403197,0,0.0017761989342806395,0.9973357015985791
21589,2145.0,2137,2,1,5,0.9962703962703963,0.0009324009324009324,0.0004662004662004662,0.002331002331002331
21595,2020.0,3,2017,0,0,0.0014851485148514852,0.9985148514851485,0,0
21618,1748.0,6,952,786,4,0.003432494279176201,0.5446224256292906,0.4496567505720824,0.002288329519450801
21762,1349.0,0,167,1,1181,0,0.12379540400296515,0.0007412898443291327,0.8754633061527057
21846,1766.0,0,147,6,1613,0,0.08323895809739525,0.0033975084937712344,0.9133635334088335
21987,436.0,436,0,0,0,1.0,0,0,0
22578,3497.0,3054,0,436,7,0.8733199885616243,0,0.12467829568201315,0.0020017157563625965
22592,3636.0,416,1,3209,10,0.11441144114411442,0.000275027502750275,0.8825632563256326,0.0027502750275027505
22599,2480.0,0,0,2474,6,0,0,0.9975806451612903,0.0024193548387096775
22673,2014.0,3,1459,3,549,0.0014895729890764648,0.7244289970208541,0.0014895729890764648,0.27259185700099303
22674,2012.0,1,552,0,1459,0.0004970178926441351,0.27435387673956263,0,0.7251491053677932
22679,2008.0,1,1451,0,556,0.00049800796812749,0.7226095617529881,0,0.27689243027888444
22686,2063.0,1,561,0,1501,0.0004847309743092584,0.27193407658749397,0,0.7275811924381969
22813,980.0,0,0,449,531,0,0,0.45816326530612245,0.5418367346938775
22882,1011.0,0,0,444,567,0,0,0.4391691394658754,0.5608308605341247
22898,1066.0,470,1,593,2,0.44090056285178236,0.0009380863039399625,0.5562851782363978,0.001876172607879925
22917,1163.0,5,3,571,584,0.004299226139294927,0.0025795356835769563,0.49097162510748066,0.5021496130696474
22992,2813.0,2261,2,550,0,0.8037682189832919,0.0007109847138286527,0.1955207963028795,0
22995,2797.0,2793,2,0,2,0.998569896317483,0.0007150518412584912,0,0.0007150518412584912
23013,2941.0,541,2396,1,3,0.18395103706222374,0.81468888133288,0.00034002040122407346,0.0010200612036722204
23040,3052.0,519,1,2530,2,0.1700524246395806,0.000327653997378768,0.8289646133682831,0.000655307994757536
23048,3076.0,2570,0,506,0,0.8355006501950585,0,0.1644993498049415,0
23055,3159.0,505,0,2651,3,0.15986071541627098,0,0.8391896169673947,0.000949667616334283
23063,3151.0,533,3,1,2614,0.16915264995239607,0.000952078705172961,0.00031735956839098697,0.8295779117740399
23075,3222.0,2,2688,0,532,0.0006207324643078833,0.8342644320297952,0,0.16511483550589695
23202,2299.0,1684,611,0,4,0.7324923879947803,0.2657677250978686,0,0.0017398869073510222
23401,3335.0,0,1,3328,6,0,0.0002998500749625187,0.9979010494752624,0.0017991004497751124
23403,3363.0,65,1,3293,4,0.019327980969372584,0.0002973535533749628,0.9791852512637526,0.0011894142134998512
23525,5011.0,5,1175,0,3830,0.000997804829375374,0.23448413490321293,0,0.7643184993015366
23599,5669.0,1,0,4315,1351,0.0001763979537837361,0,0.7611571705768213,0.23831363556182747
23604,5570.0,4249,3,1317,1,0.7628366247755834,0.0005385996409335727,0.2364452423698384,0.00017953321364452425
23854,4629.0,3687,932,2,8,0.79650032404407,0.20133938215597322,0.00043205875999135883,0.0017282350399654353
