ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,44,94
2,47,48,94
3,71,46,94
4,95,42,94
5,113,37,94
6,179,37,94
7,260,46,93
8,303,41,93
9,335,44,94
10,404,46,25
11,417,38,94
12,437,49,94
13,466,34,94
14,467,34,94
15,563,44,94
16,566,42,94
17,647,41,94
18,782,33,94
19,793,28,89
20,821,25,94
21,914,42,94
22,925,50,91
23,1001,35,94
24,1055,32,94
25,1102,33,93
26,1160,41,94
27,1207,45,94
28,1232,39,94
29,1323,42,94
30,1373,32,94
31,1418,33,94
32,1620,35,94
33,1665,27,94
34,1817,52,94
35,1923,42,94
36,1992,53,94
37,2129,48,94
38,2135,48,94
39,2141,43,94
40,2204,30,91
41,2426,40,94
42,2636,47,93
43,2771,36,91
44,2874,55,94
45,2975,49,94
46,3162,52,94
47,3191,48,94
48,3248,40,94
49,3471,45,94
50,3530,37,94
51,3586,38,94
52,3736,43,92
53,3915,43,86
54,4034,45,94
55,4191,3,94
56,4417,0,94
57,4627,54,94
58,4660,58,94
59,4918,39,87
60,5249,52,93
61,5315,42,94
62,5658,52,93
63,7205,38,94
64,7585,40,92
65,7874,54,93
66,8042,45,94
67,9763,47,59
68,9869,54,93
69,10401,55,94
70,10415,51,94
71,10585,39,94
72,11894,39,90
73,12470,37,94
74,14075,47,94
75,16775,52,94
76,18320,36,94
77,21307,45,94
78,21332,38,93
79,21378,44,24
80,21499,31,73
81,21937,36,94
82,21963,25,91
83,22336,0,41
84,22550,41,9
85,22570,43,93
86,22571,40,38
87,22640,22,39
88,22675,48,62
89,23693,31,94
90,24674,40,94
91,24816,47,94
92,24817,44,94
93,25395,47,93
