ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,34,94
2,47,39,94
3,71,42,94
4,95,24,94
5,113,25,94
6,179,27,94
7,260,39,93
8,303,36,93
9,335,39,94
10,404,29,25
11,417,44,94
12,437,30,94
13,466,26,94
14,467,24,94
15,563,32,94
16,566,31,94
17,647,33,94
18,782,41,94
19,793,33,89
20,821,36,94
21,914,38,94
22,925,38,91
23,1001,40,94
24,1055,36,94
25,1102,38,93
26,1160,32,94
27,1207,27,94
28,1232,41,94
29,1323,38,94
30,1373,38,94
31,1418,35,94
32,1620,37,94
33,1665,37,94
34,1817,38,94
35,1923,33,94
36,1992,40,94
37,2129,38,94
38,2135,34,94
39,2141,30,94
40,2204,26,91
41,2426,47,94
42,2636,40,93
43,2771,31,91
44,2874,38,94
45,2975,50,94
46,3162,49,94
47,3191,42,94
48,3248,51,94
49,3471,41,94
50,3530,38,94
51,3586,44,94
52,3736,37,92
53,3915,37,86
54,4034,34,94
55,4191,0,94
56,4417,0,94
57,4627,40,94
58,4660,51,94
59,4918,33,87
60,5249,42,93
61,5315,32,94
62,5658,46,93
63,7205,52,94
64,7585,47,92
65,7874,51,93
66,8042,46,94
67,9763,52,59
68,9869,48,93
69,10401,45,94
70,10415,40,94
71,10585,39,94
72,11894,37,90
73,12470,34,94
74,14075,41,94
75,16775,50,94
76,18320,50,94
77,21307,36,94
78,21332,43,93
79,21378,49,24
80,21499,31,73
81,21937,30,94
82,21963,35,91
83,22336,0,41
84,22550,29,9
85,22570,39,93
86,22571,38,38
87,22640,35,39
88,22675,47,62
89,23693,45,94
90,24674,45,94
91,24816,48,94
92,24817,45,94
93,25395,26,93
