ID,Column_ID,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_Freq,>Omicron_BA.2_+212SGR__EPI_ISL_8653546_BA.2_Denmark_2022-01-07_LNum
1,9,32,94
2,47,42,94
3,71,35,94
4,95,37,94
5,113,39,94
6,179,32,94
7,260,37,93
8,303,35,93
9,335,33,94
10,404,36,25
11,417,28,94
12,437,35,94
13,466,26,94
14,467,29,94
15,563,39,94
16,566,38,94
17,647,42,94
18,782,31,94
19,793,25,89
20,821,19,94
21,914,36,94
22,925,32,91
23,1001,35,94
24,1055,27,94
25,1102,33,93
26,1160,35,94
27,1207,46,94
28,1232,40,94
29,1323,37,94
30,1373,30,94
31,1418,33,94
32,1620,39,94
33,1665,32,94
34,1817,49,94
35,1923,36,94
36,1992,40,94
37,2129,42,94
38,2135,42,94
39,2141,28,94
40,2204,25,91
41,2426,47,94
42,2636,44,93
43,2771,42,91
44,2874,35,94
45,2975,43,94
46,3162,55,94
47,3191,39,94
48,3248,38,94
49,3471,51,94
50,3530,36,94
51,3586,45,94
52,3736,36,92
53,3915,44,86
54,4034,41,94
55,4191,3,94
56,4417,3,94
57,4627,53,94
58,4660,45,94
59,4918,47,87
60,5249,51,93
61,5315,48,94
62,5658,53,93
63,7205,51,94
64,7585,41,92
65,7874,41,93
66,8042,48,94
67,9763,50,59
68,9869,51,93
69,10401,58,94
70,10415,63,94
71,10585,37,94
72,11894,51,90
73,12470,49,94
74,14075,52,94
75,16775,45,94
76,18320,37,94
77,21307,37,94
78,21332,33,93
79,21378,35,24
80,21499,38,73
81,21937,30,94
82,21963,30,91
83,22336,0,41
84,22550,41,9
85,22570,39,93
86,22571,39,38
87,22640,27,39
88,22675,39,62
89,23693,34,94
90,24674,39,94
91,24816,35,94
92,24817,38,94
93,25395,47,93
